syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_open0,syl_open1,syl_open2,syl_phoncat0,syl_phoncat1,syl_phoncat2,onset_phoncat0,onset_phoncat1,onset_phoncat2,koda_phoncat0,koda_phoncat1,koda_phoncat2,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,syl_len0,syl_len1,syl_len2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,syl_cv0,syl_cv1,syl_cv2,cv_ratio0,cv_ratio1,cv_ratio2,pos,comp_struct,nomen,comp_len,Word,stress_class
ren,ø,n,en,ren,hren,ø,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,11,13,3,5,4,3,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfahren,antepaenultima
len,ø,n,en,len,llen,allen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,13,3,3,4,3,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfallen,antepaenultima
lig,ø,g,ig,lig,ø,ø,C,KC,CKC,KCKC,CKCKC,noacc,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,13,3,3,4,3,light,light,light,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,A,V,F,1,abfaellig,antepaenultima
schen,ø,n,en,hen,chen,schen,C,KC,CKC,CCKC,KCCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,11,10,3,3,3,1,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,5,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfaelschen,antepaenultima
gen,ø,n,en,gen,ngen,angen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,12,3,3,4,2,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfangen,antepaenultima
ben,ø,n,en,ben,ø,erben,C,KC,CKC,CCKC,KCCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,11,10,3,3,3,1,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfaerben,antepaenultima
sen,ø,n,en,sen,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,11,10,3,5,3,1,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,2,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfasen,antepaenultima
sen,ø,n,en,sen,ssen,assen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,10,3,3,3,1,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfassen,antepaenultima
sung,ø,g,ng,ung,sung,ssung,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,12,3,3,4,2,light,light,light,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,4,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,V,T,1,Abfassung,antepaenultima
len,ø,n,en,len,ø,ø,C,KC,CKC,DCKC,CDCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCD,KCCDC,acc,7,11,13,3,5,4,3,light,light,schwa,c,o,c,KC,CD,CKC,,C,C,C,,C,K,D,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfaulen,antepaenultima
dern,ø,n,rn,ern,dern,ø,C,CC,KCC,CKCC,LCKCC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,7,14,3,3,3,3,light,light,schwa,c,o,c,KC,CL,CKCC,,C,C,C,,CC,K,L,K,2,2,4,1,0,2,0,1,1,1,2,1,VC,CVV,CVCC,1,0,3,V,V,F,1,abfedern,antepaenultima
len,ø,n,en,len,ø,eilen,C,KC,CKC,DCKC,CDCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCD,KCCDC,acc,7,11,13,3,5,4,3,light,light,schwa,c,o,c,KC,CD,CKC,,C,C,C,,C,K,D,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfeilen,antepaenultima
ern,ø,n,rn,ern,uern,ø,C,CC,KCC,ø,ø,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCD,KCCDK,acc,7,11,13,3,5,4,3,light,light,schwa,c,o,c,KC,CD,KCC,,C,,C,,CC,K,D,K,2,3,3,1,0,2,0,1,0,1,2,1,VC,CVV,VCC,1,0,2,V,V,F,1,abfeuern,antepaenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,9,13,3,4,4,3,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfieren,antepaenultima
den,ø,n,en,den,nden,inden,C,KC,CKC,CCKC,KCCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,12,10,3,4,3,1,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfinden,antepaenultima
dung,ø,g,ng,ung,dung,ndung,C,KC,CKC,CCKC,KCCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,12,12,3,4,4,2,light,light,light,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,4,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,V,T,1,Abfindung,antepaenultima
chen,chen,n,en,hen,chen,achen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,acc,7,11,10,3,3,3,1,light,light,schwa,c,c,c,KC,CCK,CKC,,CC,C,C,,C,K,K,K,2,3,4,1,1,1,0,2,1,1,1,1,VC,CCVC,CVC,1,3,2,V,A,F,1,abflachen,antepaenultima
en,ø,n,en,uen,auen,ø,C,KC,DKC,CDKC,CCDKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCC,KCCCD,ø,7,15,9,3,5,4,1,light,light,schwa,c,o,c,KC,CCD,KC,,CC,,C,,C,K,D,K,2,4,2,1,0,1,0,2,0,1,2,1,VC,CCVV,VC,1,1,1,V,V,F,1,abflauen,antepaenultima
gen,ø,n,en,gen,egen,iegen,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCC,KCCCL,acc,7,13,10,3,4,3,1,light,light,schwa,c,o,c,KC,CCL,CKC,,CC,C,C,,C,K,L,K,2,4,3,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,abfliegen,antepaenultima
$en,ø,n,en,sen,ssen,essen,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCC,KCCCL,acc,7,13,10,3,4,3,1,light,light,schwa,c,o,c,KC,CCL,CKC,,CC,C,C,,C,K,L,K,2,4,3,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,abfliessen,antepaenultima
ge,ø,e,ge,ø,ø,ø,K,CK,CCK,KCCK,CKCCK,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,11,7,3,3,3,0,light,light,schwa,c,c,o,KC,CKC,CK,,C,C,C,C,,K,K,K,2,3,2,1,1,0,0,1,1,1,1,1,VC,CVC,CV,1,2,1,N,N,T,1,Abfolge,antepaenultima
gen,ø,n,en,gen,agen,ragen,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCC,KCCCL,acc,7,15,10,3,5,3,1,light,light,schwa,c,o,c,KC,CCL,CKC,,CC,C,C,,C,K,L,K,2,3,3,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,abfragen,antepaenultima
sen,ø,n,en,sen,ssen,essen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,acc,7,11,10,3,3,3,1,light,light,schwa,c,c,c,KC,CCK,CKC,,CC,C,C,,C,K,K,K,2,4,3,1,1,1,0,2,1,1,1,1,VC,CCVC,CVC,1,3,2,V,V,F,1,abfressen,antepaenultima
ten,ø,n,en,ten,tten,ø,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCC,KCCCK,acc,7,11,10,3,3,3,1,light,light,schwa,c,c,c,KC,CCK,CKC,,CC,C,C,,C,K,K,K,2,4,3,1,1,1,0,2,1,1,1,1,VC,CCVC,CVC,1,3,2,V,V,F,1,abfretten,antepaenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCC,KCCCL,acc,7,13,13,3,4,4,3,light,light,schwa,c,o,c,KC,CCL,CKC,,CC,C,C,,C,K,L,K,2,4,3,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,abfrieren,antepaenultima
len,ø,n,en,len,hlen,ehlen,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,9,13,3,4,4,3,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfuehlen,antepaenultima
ren,ø,n,en,ren,hren,ehren,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,9,13,3,4,4,3,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abfuehren,antepaenultima
rung,ø,g,ng,ung,rung,hrung,C,KC,CKC,LCKC,CLCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,9,15,3,4,5,4,light,light,light,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,4,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,N,V,T,1,Abfuehrung,antepaenultima
len,ø,n,en,len,llen,ellen,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,9,13,3,4,4,3,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abfuellen,antepaenultima
tern,ø,n,rn,ern,tern,ttern,C,CC,KCC,CKCC,KCKCC,ø,ab,ab,a,ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,9,14,3,4,3,3,light,light,schwa,c,c,c,KC,CK,CKCC,,C,C,C,,CC,K,K,K,2,3,4,1,1,2,0,1,1,1,1,1,VC,CVC,CVCC,1,2,3,V,V,F,1,abfuettern,antepaenultima
ø,ø,e,ø,ø,ø,ø,K,CK,LCK,CLCK,CCLCK,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,11,7,3,5,3,0,light,light,schwa,c,o,o,KC,CL,CK,,C,C,C,,,K,L,K,2,2,2,1,0,0,0,1,1,1,2,1,VC,CVV,CV,1,0,1,N,V,T,1,Abgabe,antepaenultima
ger,ø,r,er,ger,ø,ø,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,13,3,3,4,3,light,light,schwa,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,N,T,1,Abgaenger,antepaenultima
ø,ø,g,ig,ø,ø,ø,C,KC,CKC,KCKC,CKCKC,noacc,ab,ab,a,ab,abg,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,12,3,3,4,2,light,light,light,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,A,N,F,1,abgaengig,antepaenultima
ø,ø,i,ei,rei,ø,ø,D,CD,ø,ø,ø,ø,ab,ab,a,ab,abg,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,12,15,3,4,5,4,light,light,light,c,c,o,KC,CLC,CCD,,C,CC,C,C,,K,L,D,2,3,4,1,1,0,0,1,2,1,2,2,VC,CVVC,CCVV,1,1,1,A,N,F,1,abgasfrei,antepaenultima
ben,ø,n,en,ben,eben,ø,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCL,KCCLC,acc,7,7,10,3,3,3,1,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,2,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abgeben,antepaenultima
ø,ø,t,st,ø,ø,ø,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,13,3,3,2,3,light,schwa,heavy,c,o,c,KC,CK,CCKCC,,C,CC,C,,CC,K,K,K,2,2,5,1,0,2,0,1,2,1,1,1,VC,CV,CCVCC,1,1,4,A,F,F,1,abgeblasst,antepaenultima
ø,ø,t,nt,ø,ø,ø,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,15,3,3,3,4,light,schwa,heavy,c,o,c,KC,CK,CCKCC,,C,CC,C,,CC,K,K,K,2,2,6,1,0,2,0,1,2,1,1,1,VC,CV,CCVCC,1,1,4,A,F,F,1,abgebrannt,antepaenultima
ø,ø,t,ø,ø,ø,ø,C,LC,CLC,CCLC,KCCLC,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,14,3,3,3,3,light,schwa,light,c,o,c,KC,CK,CCLC,,C,CC,C,,C,K,K,L,2,2,5,1,0,1,0,1,2,1,1,2,VC,CV,CCVVC,1,1,1,A,F,F,1,abgebrueht,antepaenultima
ø,ø,t,ø,ø,ø,ø,C,CC,ø,ø,ø,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,15,3,3,3,4,light,schwa,heavy,c,o,c,KC,CK,ø,,C,C,C,,CC,K,K,D,2,2,5,1,0,2,0,1,1,1,1,2,VC,CV,CVVCC,1,1,1,A,F,F,1,abgefeimt,antepaenultima
hen,ø,n,en,hen,ehen,ø,C,KC,LKC,CLKC,CCLKC,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCL,KCCLK,acc,7,7,9,3,3,4,1,light,light,schwa,c,o,c,KC,CL,KC,,C,,C,,C,K,L,K,2,2,3,1,0,1,0,1,0,1,2,1,VC,CVV,VC,1,0,1,V,V,F,1,abgehen,antepaenultima
ø,ø,t,ø,ø,ø,ø,C,CC,KCC,CKCC,KCKCC,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,9,3,3,2,1,light,schwa,heavy,c,o,c,KC,CK,CKCC,,C,C,C,,CC,K,K,K,2,2,5,1,0,2,0,1,1,1,1,1,VC,CV,CVCC,1,1,3,A,F,F,1,abgehackt,antepaenultima
ø,ø,t,ft,ø,ø,ø,C,ø,ø,ø,ø,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,12,3,3,2,2,light,schwa,heavy,c,o,c,KC,CK,ø,,C,C,C,,CAC,K,K,K,2,2,6,1,0,3,0,1,1,1,1,1,VC,CV,ø,1,1,4,A,F,F,1,abgekaempft,antepaenultima
ø,ø,t,rt,ert,ø,ø,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,16,3,3,3,4,light,schwa,heavy,c,o,c,KC,CK,CCKCC,,C,CC,C,,CC,K,K,K,2,2,5,1,0,2,0,1,2,1,1,1,VC,CV,CCVCC,1,1,4,A,F,F,1,abgeklaert,antepaenultima
ø,ø,t,ø,ø,ø,ø,C,CC,LCC,CLCC,ø,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,12,3,3,3,2,light,schwa,heavy,c,o,c,KC,CK,CLCC,,C,C,C,,CC,K,K,L,2,2,4,1,0,2,0,1,1,1,1,2,VC,CV,CVVCC,1,1,1,A,F,F,1,abgelebt,antepaenultima
ten,ø,n,en,ten,lten,ø,C,KC,CKC,CCKC,KCCKC,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,acc,7,11,10,3,3,3,1,light,light,schwa,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,V,V,F,1,abgelten,antepaenultima
tung,ø,g,ng,ung,tung,ltung,C,KC,CKC,CCKC,KCCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,11,12,3,3,4,2,light,light,light,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,2,3,4,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,V,T,1,Abgeltung,antepaenultima
ø,ø,t,ø,cht,ø,ø,C,CC,KCC,CKCC,KCKCC,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,11,3,3,2,2,light,schwa,heavy,c,o,c,KC,CK,CKCC,,C,C,C,,CC,K,K,K,2,2,5,1,0,2,0,1,1,1,1,1,VC,CV,CVCC,1,1,3,A,F,F,1,abgemacht,antepaenultima
ø,ø,t,ø,ø,ø,ø,C,CC,ø,ø,ø,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,15,3,3,3,4,light,schwa,heavy,c,o,c,KC,CK,ø,,C,C,C,,CC,K,K,D,2,2,5,1,0,2,0,1,1,1,1,2,VC,CV,CVVCC,1,1,1,A,F,F,1,abgeneigt,antepaenultima
ø,ø,t,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,13,3,3,3,3,light,schwa,heavy,c,o,c,KC,CK,ø,,C,C,C,,AC,K,K,K,2,2,5,1,0,2,0,1,1,1,1,1,VC,CV,CVCC,1,1,3,A,F,F,1,abgenutzt,antepaenultima
ø,ø,t,ø,ø,ø,ø,C,CC,LCC,CLCC,ø,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,13,3,3,3,3,light,schwa,heavy,c,o,c,KC,CK,CLCC,,C,C,C,,CC,K,K,L,2,2,4,1,0,2,0,1,1,1,1,2,VC,CV,CVVCC,1,1,1,A,F,F,1,abgesagt,antepaenultima
ø,ø,g,ng,ø,ø,ø,C,KC,CKC,KCKC,CKCKC,ø,Ab,ø,A,Ab,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,10,3,3,3,1,light,schwa,light,c,o,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,2,4,1,0,1,0,1,1,1,1,1,VC,CV,CVC,1,1,2,N,N,T,1,Abgesang,antepaenultima
ø,ø,t,ø,ø,ø,ø,C,CC,LCC,CLCC,ø,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,13,3,3,3,3,light,schwa,heavy,c,o,c,KC,CK,CLCC,,C,C,C,,CC,K,K,L,2,2,6,1,0,2,0,1,1,1,1,2,VC,CV,CVVCC,1,1,1,A,F,F,1,abgeschabt,antepaenultima
ø,ø,t,ø,ø,ø,ø,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,12,3,3,2,2,light,schwa,heavy,c,o,c,KC,CK,CCKCC,,C,CC,C,,CC,K,K,K,2,2,8,1,0,2,0,1,2,1,1,1,VC,CV,CCVCC,1,1,4,A,A,F,1,abgeschmackt,antepaenultima
ø,ø,t,nt,ø,ø,ø,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,12,3,3,2,2,light,schwa,heavy,c,o,c,KC,CK,CCKCC,,C,CC,C,,CC,K,K,K,2,2,6,1,0,2,0,1,2,1,1,1,VC,CV,CCVCC,1,1,4,A,F,F,1,abgespannt,antepaenultima
ø,ø,t,lt,ø,ø,ø,C,CC,LCC,CLCC,ø,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,15,3,3,3,4,light,schwa,heavy,c,o,c,KC,CK,ø,,C,CC,C,,CC,K,K,L,2,2,6,1,0,2,0,1,2,1,1,2,VC,CV,ø,1,1,2,A,F,F,1,abgespielt,antepaenultima
ø,ø,t,ft,ø,ø,ø,C,CC,LCC,CLCC,ø,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,12,3,3,2,2,light,schwa,heavy,c,o,c,KC,CK,ø,,C,CC,C,,CC,K,K,L,2,2,5,1,0,2,0,1,2,1,1,2,VC,CV,ø,1,1,2,A,F,F,1,abgestuft,antepaenultima
ø,ø,t,ft,ø,ø,ø,C,ø,ø,ø,ø,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,15,3,3,2,4,light,schwa,heavy,c,o,c,KC,CK,ø,,C,CC,C,,CAC,K,K,K,2,2,7,1,0,3,0,1,2,1,1,1,VC,CV,ø,1,1,5,A,F,F,1,abgestumpft,antepaenultima
ø,ø,n,ø,ø,ø,ø,C,LC,CLC,KCLC,CKCLC,ø,ab,ab,a,ab,abg,abge,ø,K,KC,KCC,KCCK,KCCKC,ø,7,7,14,3,3,4,3,light,schwa,light,c,o,c,KC,CK,CLC,,C,C,C,,C,K,K,L,2,2,3,1,0,1,0,1,1,1,1,2,VC,CV,CVVC,1,1,1,A,F,F,1,abgetan,antepaenultima
$en,ø,n,en,sen,ssen,essen,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abg,ø,ø,K,KC,KCC,KCCL,KCCLC,acc,7,9,10,3,4,3,1,light,light,schwa,c,o,c,KC,CL,CKC,,C,C,C,,C,K,L,K,2,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,V,V,F,1,abgiessen,antepaenultima
chen,chen,n,en,hen,chen,ichen,C,KC,CKC,DCKC,CDCKC,ø,ab,ab,a,ab,abg,ø,ø,K,KC,KCC,KCCC,KCCCD,acc,7,15,10,3,5,3,1,light,light,schwa,c,o,c,KC,CCD,CKC,,CC,C,C,,C,K,D,K,2,4,4,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,abgleichen,antepaenultima
ten,ø,n,en,ten,iten,eiten,C,KC,CKC,DCKC,CDCKC,ø,ab,ab,a,ab,abg,ø,ø,K,KC,KCC,KCCC,KCCCD,acc,7,15,10,3,5,3,1,light,light,schwa,c,o,c,KC,CCD,CKC,,CC,C,C,,C,K,D,K,2,4,3,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,abgleiten,antepaenultima
schen,ø,n,en,hen,chen,schen,C,KC,CKC,CCKC,KCCKC,ø,ab,ab,a,ab,abg,ø,ø,K,KC,KCC,KCCC,KCCCK,acc,7,14,10,3,3,3,1,light,light,schwa,c,c,c,KC,CCKC,CKC,,CC,C,C,C,C,K,K,K,2,4,5,1,1,1,0,2,1,1,1,1,VC,CCVC,CVC,1,3,2,V,V,F,1,abglitschen,antepaenultima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,KCKC,CKCKC,ø,ab,ab,a,ab,abg,ø,ø,K,KC,KCC,KCCK,KCCKC,acc,7,7,10,3,3,3,1,light,light,light,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,2,3,5,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,A,N,F,1,abgoettisch,antepaenultima
ben,ø,n,en,ben,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abg,ø,ø,K,KC,KCC,KCCC,KCCCL,acc,7,15,10,3,5,3,1,light,light,schwa,c,o,c,KC,CCL,CKC,,CC,C,C,,C,K,L,K,2,3,3,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,abgraben,antepaenultima
sen,ø,n,en,sen,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ab,ab,a,ab,abg,ø,ø,K,KC,KCC,KCCC,KCCCL,acc,7,15,10,3,5,3,1,light,light,schwa,c,o,c,KC,CCL,CKC,,CC,C,C,,C,K,L,K,2,3,3,1,0,1,0,2,1,1,2,1,VC,CCVV,CVC,1,1,2,V,V,F,1,abgrasen,antepaenultima
schen,ø,n,en,hen,chen,schen,C,KC,CKC,CCKC,LCCKC,ø,ab,ab,a,ab,abg,ø,ø,K,KC,KCC,KCCC,KCCCL,acc,7,12,10,3,3,3,1,light,light,schwa,c,c,c,KC,CCLC,CKC,,CC,C,C,C,C,K,L,K,2,4,5,1,1,1,0,2,1,1,2,1,VC,CCVVC,CVC,1,1,2,V,V,F,1,abgraetschen,antepaenultima
