syl_len0,syl_len1,syl_len2,syl0,syl1,syl2,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,cv_ratio0,cv_ratio1,cv_ratio2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,comp_len,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_class0,syl_class1,syl_class2,onset_class0,onset_class1,onset_class2,koda_class0,koda_class1,koda_class2,nucleus_class0,nucleus_class1,nucleus_class2,syl_weight0,syl_weight1,syl_weight2,nomen,sylcnt,stress_class
2,3,3,er,set,zen,en,er,V,V,AS,noacc,K,KC,KCC,KCCK,KCCKA,C,KC,AKC,KAKC,CKAKC,ø,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,11,101,1101,3,2,2,1,KC,CK,AKC,?,C,A,C,?,C,K,K,K,1,1,0,F,3,paenultima
3,2,4,Fir,ma,ment,ent,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,C,CC,KCC,CKCC,LCKCC,ø,CVC,CVV,CVCC,2,0,3,1,0,2,1,1,1,1,2,1,0,111,1001,2101,3,4,2,1,CKC,CL,CKCC,C,C,C,C,?,CC,K,L,K,1,1,2,T,3,ultima
3,2,4,aus,mu,geln,eln,ø,V,V,S,ø,D,DC,DCC,DCCL,DCCLC,C,CC,KCC,CKCC,LCKCC,ø,VVC,CVV,CVCC,0,0,3,1,0,2,0,1,1,2,2,1,1,101,1001,1111,3,3,2,1,DC,CL,CKCC,?,C,C,C,?,CC,D,L,K,1,1,0,F,3,antepaenultima
3,2,4,Ver,mi,nung,ung,ø,N,V,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVC,2,0,2,1,0,1,1,1,1,1,2,1,1,111,1001,2001,2,3,3,1,CKC,CL,CKC,C,C,C,C,?,C,K,L,K,1,1,1,T,3,paenultima
3,2,3,Phy,si,ker,er,ø,N,N,SA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVC,0,0,2,0,0,1,1,1,1,2,2,1,1,101,101,111,3,3,2,1,CL,CL,CKC,C,C,C,?,?,C,L,L,K,1,1,0,T,3,antepaenultima
2,2,4,ab,sa,cken,en,ab,V,V,AS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,KCKC,CKCKC,ø,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,101,101,1101,2,2,2,1,KC,CK,CKC,?,C,C,C,?,C,K,K,K,1,1,0,F,3,antepaenultima
2,3,3,um,tan,zen,en,um,V,V,AS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,AKC,CAKC,KCAKC,ø,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,1001,1101,1101,3,2,2,1,KC,CKC,AKC,?,C,A,C,C,C,K,K,K,1,1,0,F,3,paenultima
2,3,5,ab,g3t,tisch,isch,ab,A,N,SA,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,KCKC,CKCKC,ø,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,101,101,201,2,2,2,1,KC,CK,CKC,?,C,C,C,?,C,K,K,K,1,1,1,F,3,antepaenultima
3,3,2,Arm,leh,ne,e,ø,N,NN,SS,ø,K,KC,KCC,KCCC,KCCCL,K,CK,LCK,CLCK,CCLCK,ø,VCC,CVV,CV,2,0,1,2,0,0,0,1,1,1,2,1,2,1011,11,1001,3,3,3,-1,KCC,CL,CK,?,C,C,CC,?,?,K,L,K,2,1,0,T,3,antepaenultima
3,3,3,Bie,ste,rei,ei,ø,N,N,SA,ø,C,CL,CLC,CLCC,CLCCK,D,CD,KCD,CKCD,CCKCD,ø,CVVC,CV,CVV,1,1,0,1,0,0,1,1,1,2,1,2,1,201,101,11,2,2,4,-1,CLC,CK,CD,C,C,C,C,?,?,L,K,D,1,0,1,T,3,ultima
2,3,3,be,gie,$en,en,be,V,V,AS,noacc,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,CLCKC,ø,CV,CVV,CVC,1,0,2,0,0,1,1,1,1,1,2,1,1,101,101,1101,2,3,2,1,CK,CL,CKC,C,C,C,?,?,C,K,L,K,0,1,0,F,3,paenultima
3,4,2,ver,ble2,en,en,ver,V,V,AS,noacc,C,CK,CKC,CKCC,CKCCC,C,KC,DKC,CDKC,CCDKC,ø,CVC,CCVV,VC,2,1,1,1,0,1,1,2,0,1,2,1,1,111,111,1001,2,3,3,1,CKC,CCD,KC,C,CC,?,C,?,C,K,D,K,1,1,0,F,3,paenultima
2,5,3,be,leuch,ten,en,be,V,V,AS,noacc,C,CK,CKC,CKCD,CKCDC,C,KC,CKC,CCKC,DCCKC,ø,CV,CVVC,CVC,1,1,2,0,1,1,1,1,1,1,2,1,1,101,111,1101,2,3,2,1,CK,CDC,CKC,C,C,C,?,C,C,K,D,K,0,1,0,F,3,paenultima
3,4,5,Ser,vier,tisch,isch,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,CCKC,LCCKC,ø,CVC,CVVC,CVC,2,1,2,1,1,1,1,1,1,1,2,1,2,111,111,201,2,3,2,1,CKC,CLC,CKC,C,C,C,C,C,C,K,L,K,1,1,1,T,3,paenultima
2,4,3,er,stel,len,en,er,V,V,AS,noacc,K,KC,KCC,KCCC,KCCCK,C,KC,CKC,KCKC,CKCKC,ø,VC,CCVC,CVC,1,3,2,1,1,1,0,2,1,1,1,1,1,11,201,1011,3,2,3,1,KC,CCK,CKC,?,CC,C,C,?,C,K,K,K,1,1,0,F,3,paenultima
4,3,3,pous,sie,ren,en,ø,V,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVC,0,0,2,0,0,1,1,1,1,2,2,1,0,101,101,1011,3,3,3,1,CL,CL,CKC,C,C,C,?,?,C,L,L,K,1,1,0,F,3,paenultima
1,3,4,2,ber,satt,att,ueber,A,ø,SS,acc,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,CCKC,KCCKC,ø,VV,CVC,CVC,0,2,2,0,1,1,0,1,1,2,1,1,2,1,111,201,5,2,2,1,L,CKC,CKC,?,C,C,?,C,C,L,K,K,1,0,1,F,3,antepaenultima
5,4,2,Bruch,stel,le,e,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,K,CK,KCK,CKCK,CCKCK,ø,CCVC,CCVC,CV,3,3,1,1,1,0,2,2,1,1,1,1,2,211,201,11,2,2,3,-1,CCKC,CCK,CK,CC,CC,C,C,?,?,K,K,K,1,1,0,T,3,antepaenultima
1,3,4,I,gno,rant,ant,ø,N,A,S,ø,K,KC,KCC,KCCL,KCCLC,C,CC,KCC,CKCC,LCKCC,ø,VC,CCVV,CVCC,1,1,3,1,0,2,0,2,1,1,2,1,1,1,1101,1111,5,2,2,1,K,CCL,CKCC,?,CC,C,?,?,CC,K,L,K,1,1,2,T,3,ultima
1,4,4,O,brig,keit,eit,ø,N,N,S,ø,L,LC,LCC,LCCK,LCCKC,C,DC,CDC,CCDC,KCCDC,ø,VV,CCVC,CVVC,0,3,1,0,1,1,0,2,1,2,1,2,1,1,211,201,4,2,2,1,L,CCKC,CDC,?,CC,C,?,C,C,L,K,D,1,1,1,T,3,antepaenultima
2,4,3,an,dich,ten,en,an,V,V,AS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,1001,201,1101,3,2,2,1,KC,CKC,CKC,?,C,C,C,C,C,K,K,K,1,1,0,F,3,antepaenultima
2,3,3,ge,ruh,sam,am,ø,A,V,SA,ø,C,CK,CKC,CKCL,CKCLC,C,LC,CLC,LCLC,CLCLC,ø,CV,CVV,CVVC,1,0,1,0,0,1,1,1,1,1,2,2,1,101,11,1101,2,4,3,1,CK,CL,CLC,C,C,C,?,?,C,K,L,L,0,1,1,F,3,paenultima
2,3,4,mo,nat,lich,ich,ø,A,N,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,noacc,CVV,CVC,CVC,0,2,2,0,1,1,1,1,1,2,1,1,1,1001,1101,111,3,2,3,-1,CL,CKC,CKC,C,C,C,?,C,C,L,K,K,1,1,1,F,3,antepaenultima
3,3,6,Lam,pen,schein,ein,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVC,CVVC,2,2,1,1,1,1,1,1,1,1,1,2,2,1011,1101,1101,3,2,3,1,CKC,CKC,CDC,C,C,C,C,C,C,K,K,D,1,0,1,T,3,antepaenultima
4,3,3,hier,las,sen,en,ø,V,BV,SS,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,KCKC,CKCKC,ø,CVVC,CVC,CVC,1,2,2,1,1,1,1,1,1,2,1,1,2,111,11,1101,3,3,2,1,CLC,CK,CKC,C,C,C,C,?,C,L,K,K,1,1,0,F,3,antepaenultima
3,5,3,aus,nahms,los,os,aus,A,N,SAA,acc,D,DC,DCC,DCCL,DCCLC,C,LC,CLC,CCLC,CCCLC,ø,VVC,CVVCC,CVVC,0,1,1,1,2,1,0,1,1,2,2,2,1,101,2101,111,3,2,2,1,DC,CLCC,CLC,?,C,C,C,CC,C,D,L,L,1,2,1,F,3,antepaenultima
3,3,3,ein,l3s,bar,ar,ein,A,V,SA,acc,D,DC,DCC,DCCL,DCCLC,C,LC,CLC,CCLC,LCCLC,ø,VVC,CVVC,CVVC,0,1,1,1,1,1,0,1,1,2,2,2,1,1001,111,111,4,2,3,-1,DC,CLC,CLC,?,C,C,C,C,C,D,L,L,1,1,1,F,3,antepaenultima
3,2,4,Bei,f2,gung,ung,bei,N,V,SA,acc,C,CD,CDC,CDCL,CDCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVC,0,0,2,0,0,1,1,1,1,2,2,1,1,101,101,1101,3,3,2,1,CD,CL,CKC,C,C,C,?,?,C,D,L,K,1,1,1,T,3,antepaenultima
3,5,3,ver,schro,ben,en,ø,A,A,S,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CCVV,CVC,2,1,2,1,0,1,1,2,1,1,2,1,1,111,111,1101,2,2,2,1,CKC,CCL,CKC,C,CC,C,C,?,C,K,L,K,1,1,0,F,3,paenultima
2,2,3,Ge,ni,tiv,iv,ø,N,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVV,CVVC,0,0,1,0,0,1,1,1,1,2,2,2,0,101,1001,201,2,3,2,1,CL,CL,CLC,C,C,C,?,?,C,L,L,L,1,1,1,T,3,antepaenultima
3,3,6,wel,ten,tr2ckt,2ckt,ø,A,ø,SS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVCC,VCC,CVCC,3,2,3,2,2,2,1,0,1,1,1,1,2,211,1101,211,2,2,2,0,CKCC,KCC,CKCC,C,?,C,CC,CC,CC,K,K,K,2,2,2,F,3,antepaenultima
2,1,3,Tu,a,reg,eg,ø,N,ø,ø,ø,C,CL,CLL,CLLC,CLLCK,C,KC,CKC,LCKC,LLCKC,ø,CVV,VV,CVC,0,0,2,0,0,1,1,0,1,2,2,1,0,101,1,111,3,6,2,1,CL,L,CKC,C,?,C,?,?,C,L,L,K,1,1,1,T,3,paenultima
3,3,4,Vor,der,mann,ann,ø,N,ø,SS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,CVC,2,2,2,1,1,1,1,1,1,1,1,1,2,111,111,2001,2,2,2,1,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,1,0,1,T,3,antepaenultima
3,3,3,ein,wir,ken,en,ein,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,CCKC,KCCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,1001,111,1101,4,3,2,1,DC,CKC,CKC,?,C,C,C,C,C,D,K,K,1,1,0,F,3,antepaenultima
3,2,3,ein,l3,sen,en,ein,V,V,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,1001,11,1101,4,3,2,1,DC,CL,CKC,?,C,C,C,?,C,D,L,K,1,1,0,F,3,antepaenultima
2,2,3,Ab,do,men,en,ø,N,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVC,1,0,2,1,0,1,0,1,1,1,2,1,0,101,101,2001,2,2,2,1,KC,CL,CKC,?,C,C,C,?,C,K,L,K,1,1,0,T,3,paenultima
5,2,3,Priem,ta,bak,ak,ø,N,NN,SS,ø,C,CC,CCL,CCLC,CCLCC,C,KC,CKC,LCKC,CLCKC,ø,CCVVC,CVV,CVC,1,0,2,1,0,1,2,1,1,2,2,1,2,1111,101,201,2,3,2,-1,CCLC,CL,CKC,CC,C,C,C,?,C,L,L,K,1,1,1,T,3,antepaenultima
2,2,3,be,le,sen,en,be,A,F,AS,noacc,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,CLCKC,ø,CV,CVV,CVC,1,0,2,0,0,1,1,1,1,1,2,1,1,101,11,1101,2,3,2,1,CK,CL,CKC,C,C,C,?,?,C,K,L,K,0,1,0,F,3,paenultima
3,3,5,win,kel,recht,echt,ø,A,NA,SS,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVC,CVCC,2,2,3,1,1,2,1,1,1,1,1,1,2,1101,111,211,2,2,2,-1,CKC,CKC,CKCC,C,C,C,C,C,CC,K,K,K,1,0,2,F,3,antepaenultima
2,3,3,Er,bar,mer,er,er,N,V,SA,noacc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,11,111,1011,3,2,3,1,KC,CKC,CKC,?,C,C,C,C,C,K,K,K,1,1,0,T,3,paenultima
2,6,3,ab,schwen,ken,en,ab,V,V,AS,acc,K,KC,KCC,KCCC,KCCCK,C,KC,CKC,CCKC,KCCKC,ø,VC,CCVC,CVC,1,3,2,1,1,1,0,2,1,1,1,1,1,101,1201,1101,2,2,2,1,KC,CCKC,CKC,?,CC,C,C,C,C,K,K,K,1,1,0,F,3,antepaenultima
4,3,2,Land,kar,te,e,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,K,CK,CCK,KCCK,CKCCK,ø,CVCC,CVC,CV,3,2,1,2,1,0,1,1,1,1,1,1,2,1111,111,101,2,2,2,-1,CKCC,CKC,CK,C,C,C,CC,C,?,K,K,K,2,1,0,T,3,antepaenultima
2,2,4,Be,no,tung,ung,be,N,V,SA,noacc,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,CLCKC,ø,CV,CVV,CVC,1,0,2,0,0,1,1,1,1,1,2,1,1,101,1001,1101,2,3,2,1,CK,CL,CKC,C,C,C,?,?,C,K,L,K,0,1,1,T,3,paenultima
4,4,3,Zieh,brun,nen,en,ø,N,VN,SS,ø,A,AL,ALC,ALCC,ALCCK,C,KC,CKC,KCKC,CKCKC,ø,CVV,CCVC,CVC,0,3,2,0,1,1,1,2,1,2,1,1,2,101,111,2001,3,3,2,1,AL,CCK,CKC,A,CC,C,?,?,C,L,K,K,1,1,0,T,3,antepaenultima
2,5,3,zu,schan,den,en,zu,ADV,ø,SSA,acc,A,AL,ALC,ALCK,ALCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,CVC,0,2,2,0,1,1,1,1,1,2,1,1,2,101,1101,1101,3,2,2,1,AL,CKC,CKC,A,C,C,?,C,C,L,K,K,1,1,0,F,3,paenultima
2,3,2,An,dan,te,e,ø,N,ø,S,ø,K,KC,KCC,KCCK,KCCKC,K,CK,CCK,KCCK,CKCCK,ø,VC,CVC,CV,1,2,1,1,1,0,0,1,1,1,1,1,1,1001,1101,101,3,2,2,-1,KC,CKC,CK,?,C,C,C,C,?,K,K,K,1,1,0,T,3,paenultima
3,2,3,Zep,pe,lin,in,ø,N,ø,ø,ø,A,AK,AKC,AKCK,AKCKC,C,LC,CLC,KCLC,CKCLC,ø,CVC,CV,CVVC,2,1,1,1,0,1,1,1,1,1,1,2,0,101,101,1011,2,2,3,1,AK,CK,CLC,A,C,C,?,?,C,K,K,L,1,0,1,T,3,antepaenultima
6,4,3,rechts,kr1f,tig,ig,ø,A,N,SA,ø,C,CK,CKC,CKCA,CKCAC,C,KC,CKC,CCKC,KCCKC,noacc,CVCC,CCVC,CVC,3,3,2,2,1,1,1,2,1,1,1,1,1,211,211,201,2,2,2,-1,CKCA,CCKC,CKC,C,CC,C,CA,C,C,K,K,K,2,1,1,F,3,antepaenultima
2,4,4,An,k3mm,ling,ing,an,N,V,SA,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,noacc,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,1001,1101,1011,3,2,3,1,KC,CKC,CKC,?,C,C,C,C,C,K,K,K,1,1,1,T,3,antepaenultima
2,3,3,Ad,jek,tiv,iv,ø,N,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,CCLC,KCCLC,ø,VC,CVC,CVVC,1,2,1,1,1,1,0,1,1,1,1,2,0,101,102,201,2,3,2,1,KC,CKC,CLC,?,C,C,C,C,C,K,K,L,1,1,1,T,3,antepaenultima
4,2,3,knor,pe,lig,ig,ø,A,N,SA,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,KCKC,CKCKC,noacc,CCVC,CV,CVC,3,1,2,1,0,1,2,1,1,1,1,1,1,1111,101,111,2,2,3,-1,CCKC,CK,CKC,CC,C,C,C,?,C,K,K,K,1,0,1,F,3,antepaenultima
5,4,4,stick,stof,frei,ei,ø,A,NA,SS,ø,C,CC,CCK,CCKC,CCKCC,D,CD,CCD,CCCD,KCCCD,ø,CCVC,CCVC,CCVV,3,3,1,1,1,0,2,2,2,1,1,2,2,301,301,111,2,1,3,-1,CCKC,CCKC,CCD,CC,CC,CC,C,C,?,K,K,D,1,1,1,F,3,antepaenultima
3,4,4,Tro,cken,dock,ock,ø,N,AN,SS,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,CCKC,KCCKC,ø,CCVC,CVC,CVC,3,2,2,1,1,1,2,1,1,1,1,1,2,111,1101,201,2,2,2,1,CCK,CKC,CKC,CC,C,C,?,C,C,K,K,K,1,0,1,T,3,antepaenultima
1,4,3,A,cker,bau,au,ø,N,NN,SS,ø,K,KC,KCK,KCKC,KCKCC,D,CD,CCD,KCCD,CKCCD,ø,VC,CVC,CVV,1,2,0,1,1,0,0,1,1,1,1,2,2,1,111,101,4,2,3,1,K,CKC,CD,?,C,C,?,C,?,K,K,D,1,0,1,T,3,antepaenultima
4,6,4,sp1t,herbst,lich,ich,ø,A,N,SA,ø,C,CC,CCL,CCLC,CCLCC,C,KC,CKC,CCKC,CCCKC,noacc,CCVVC,CVCCCC,CVC,1,5,2,1,4,1,2,1,1,2,1,1,1,301,411,111,1,1,3,-1,CCLC,CKCCCC,CKC,CC,C,C,C,CCCC,C,L,K,K,1,2,1,F,3,antepaenultima
3,2,5,qu1,le,risch,isch,ø,A,V,SA,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,KCKC,CKCKC,ø,CCVV,CV,CVC,1,1,2,0,0,1,2,1,1,2,1,1,1,201,11,111,2,3,3,-1,CCL,CK,CKC,CC,C,C,?,?,C,L,K,K,1,0,1,F,3,antepaenultima
2,2,3,Ar,se,nal,al,ø,N,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,C,LC,CLC,LCLC,CLCLC,ø,VC,CVV,CVVC,1,0,1,1,0,1,0,1,1,1,2,2,0,11,101,1011,3,2,3,1,KC,CL,CLC,?,C,C,C,?,C,K,L,L,1,1,1,T,3,ultima
3,3,3,Ski,lau,fen,en,ø,N,ø,SS,ø,C,CL,CLC,CLCD,CLCDC,C,KC,CKC,DCKC,CDCKC,ø,CVV,CVV,CVC,0,0,2,0,0,1,1,1,1,2,2,1,2,101,11,1101,3,4,2,1,CL,CD,CKC,C,C,C,?,?,C,L,D,K,1,1,0,T,3,antepaenultima
2,4,4,ge,cken,haft,aft,ø,A,N,SAA,ø,C,CK,CKC,CKCK,CKCKC,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVC,CVCC,2,2,3,1,1,2,1,1,1,1,1,1,1,101,1101,301,2,2,1,1,CK,CKC,CKCC,C,C,C,?,C,CC,K,K,K,1,0,2,F,3,antepaenultima
2,5,4,Ab,trans,port,ort,ab,N,V,S,acc,K,KC,KCC,KCCC,KCCCK,C,CC,KCC,CKCC,CCKCC,ø,VC,CCVCC,CVCC,1,4,3,1,2,2,0,2,1,1,1,1,1,101,1211,211,2,2,2,1,KC,CCKCC,CKCC,?,CC,C,C,CC,CC,K,K,K,1,2,2,T,3,ultima
3,4,2,Kre,scen,do,o,ø,N,N,S,ø,C,CC,CCK,CCKC,CCKCK,L,CL,CCL,KCCL,CKCCL,ø,CCVC,CVC,CVV,3,2,0,1,1,0,2,1,1,1,1,2,1,111,1101,101,2,2,2,-1,CCK,CKC,CL,CC,C,C,?,C,?,K,K,L,1,1,1,T,3,paenultima
3,3,4,ver,kie,seln,eln,ver,V,N,AS,noacc,C,CK,CKC,CKCC,CKCCL,C,CC,KCC,CKCC,LCKCC,ø,CVC,CVV,CVCC,2,0,3,1,0,2,1,1,1,1,2,1,1,111,101,1111,2,3,2,1,CKC,CL,CKCC,C,C,C,C,?,CC,K,L,K,1,1,0,F,3,paenultima
2,3,4,me,ter,weit,eit,ø,A,NA,SS,ø,C,CL,CLC,CLCK,CLCKC,C,DC,CDC,CCDC,KCCDC,ø,CVV,CVC,CVVC,0,2,1,0,1,1,1,1,1,2,1,2,2,1001,111,201,3,2,2,-1,CL,CKC,CDC,C,C,C,?,C,C,L,K,D,1,0,1,F,3,antepaenultima
3,3,4,T2p,fel,farn,arn,ø,N,NN,SS,ø,C,CK,CKA,CKAK,CKAKC,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVC,CVCC,2,2,3,1,1,2,1,1,1,1,1,1,2,101,111,1111,3,2,2,1,CK,AKC,CKCC,C,A,C,?,C,CC,K,K,K,1,0,2,T,3,antepaenultima
3,3,5,auf,sta,cheln,eln,auf,V,V,AS,acc,D,DC,DCC,DCCC,DCCCK,C,CC,KCC,CKCC,KCKCC,ø,VVC,CCVC,CVCC,0,3,3,1,1,2,0,2,1,2,1,1,1,101,201,1111,3,2,2,1,DC,CCK,CKCC,?,CC,C,C,?,CC,D,K,K,1,1,0,F,3,antepaenultima
3,3,3,mit,sam,men,en,ø,ADV,ø,S,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,CVC,2,2,2,1,1,1,1,1,1,1,1,1,1,1101,101,2001,2,2,2,1,CKC,CK,CKC,C,C,C,C,?,C,K,K,K,1,1,0,F,3,paenultima
3,4,3,ver,blas,sen,en,ver,V,V,AS,noacc,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CCVC,CVC,2,3,2,1,1,1,1,2,1,1,1,1,1,111,111,1101,2,2,2,1,CKC,CCK,CKC,C,CC,C,C,?,C,K,K,K,1,1,0,F,3,paenultima
2,3,3,un,ter,tan,an,ø,A,A,S,ø,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,CCLC,KCCLC,ø,VC,CVC,CVVC,1,2,1,1,1,1,0,1,1,1,1,2,1,1001,111,1101,3,2,3,1,KC,CKC,CLC,?,C,C,C,C,C,K,K,L,1,0,1,F,3,antepaenultima
3,2,3,gut,ar,tig,ig,ø,A,ø,SS,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,CCKC,LCCKC,noacc,CVVC,VVC,CVC,1,0,2,1,1,1,1,0,1,2,2,1,2,201,11,201,2,4,2,0,CLC,LC,CKC,C,?,C,C,C,C,L,L,K,1,1,1,F,3,antepaenultima
3,3,5,lym,pha,tisch,isch,ø,A,N,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVC,2,0,2,1,0,1,1,1,1,1,2,1,1,1011,101,201,3,3,2,-1,CKC,CL,CKC,C,C,C,C,?,C,K,L,K,1,1,1,F,3,paenultima
4,4,4,mehr,glie,drig,ig,ø,A,ø,SSA,ø,C,CL,CLC,CLCC,CLCCC,C,KC,CKC,CCKC,LCCKC,ø,CVVC,CCVV,CCVC,1,1,3,1,0,1,1,2,2,2,2,1,2,1011,111,211,3,3,2,-1,CLC,CCL,CCKC,C,CC,CC,C,?,C,L,L,K,1,1,1,F,3,antepaenultima
4,2,4,Jagd,re,vier,ier,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCC,C,LC,CLC,LCLC,CLCLC,ø,CVVCC,CVV,CVVC,1,0,1,2,0,1,1,1,1,2,2,2,2,202,11,111,3,3,3,-1,CLCC,CL,CLC,C,C,C,CC,?,C,L,L,L,2,1,1,T,3,antepaenultima
3,5,6,Ret,tungs,dienst,ienst,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,C,CC,CCC,LCCC,CLCCC,ø,CVC,CVCC,CVVCCC,2,3,2,1,2,3,1,1,1,1,1,2,2,11,1201,1301,3,2,2,1,CK,CKCC,CLCCC,C,C,C,?,CC,CCC,K,K,L,1,2,2,T,3,antepaenultima
3,3,3,ein,del,len,en,ein,V,N,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,KCKC,CKCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,1001,101,1011,4,2,3,1,DC,CK,CKC,?,C,C,C,?,C,D,K,K,1,1,0,F,3,antepaenultima
3,2,2,Pis,so,ir,ir,ø,N,ø,ø,ø,C,CK,CKC,CKCL,CKCLL,C,LC,LLC,CLLC,KCLLC,ø,CVC,CVV,VVC,2,0,0,1,0,1,1,1,0,1,2,2,0,101,101,11,3,2,4,-1,CK,CL,LC,C,C,?,?,?,C,K,L,L,1,1,1,T,3,ultima
3,3,3,aus,set,zen,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKA,C,KC,AKC,KAKC,CKAKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,101,1101,3,2,2,1,DC,CK,AKC,?,C,A,C,?,C,D,K,K,1,1,0,F,3,antepaenultima
4,2,3,Test,pi,lot,ot,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,LC,CLC,LCLC,CLCLC,ø,CVCC,CVV,CVVC,3,0,1,2,0,1,1,1,1,1,2,2,2,301,101,111,1,3,2,-1,CKCC,CL,CLC,C,C,C,CC,?,C,K,L,L,2,1,1,T,3,antepaenultima
2,3,3,be,wei,den,en,be,V,V,AS,noacc,C,CK,CKC,CKCD,CKCDC,C,KC,CKC,DCKC,CDCKC,ø,CV,CVV,CVC,1,0,2,0,0,1,1,1,1,1,2,1,1,101,101,1101,2,3,2,1,CK,CD,CKC,C,C,C,?,?,C,K,D,K,0,1,0,F,3,paenultima
