syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,pos,comp_struct,nomen,comp_len,Word,stress_class
le,ø,e,le,lle,ille,pille,K,CK,KCK,CKCK,LCKCK,An,ø,A,An,Ant,Anti,Antib,K,KC,KCC,KCCL,KCCLC,9,9,7,9,9,10,4,4,3,4,4,5,0,light,light,light,light,light,schwa,c,o,o,o,c,o,KC,CL,CL,CL,CK,CK,,C,C,C,C,C,C,,,,,,K,L,L,L,K,K,2,2,2,2,3,2,1,0,0,0,1,0,0,1,1,1,1,1,1,2,2,2,1,1,VC,CVV,CVV,CVV,CVC,CV,1,0,0,0,2,1,N,NN,T,2,Antibabypille,undef
setz,ø,z,tz,etz,setz,esetz,A,KA,CKA,KCKA,CKCKA,An,ø,A,An,Ant,Anti,Antid,K,KC,KCC,KCCL,KCCLC,9,9,10,12,7,8,4,4,3,4,3,2,-1,light,light,light,light,schwa,light,c,o,c,c,o,c,KC,CL,CKC,CKC,CK,CKA,,C,C,C,C,C,C,,C,C,,A,K,L,K,K,K,K,2,2,3,4,2,4,1,0,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,VC,CVV,CVC,CVC,CV,CVC,1,0,2,2,1,2,N,NN,T,2,Antidumpinggesetz,undef
keit,keit,t,it,eit,keit,hkeit,C,DC,CDC,CCDC,KCCDC,An,ø,A,An,Anw,Anwe,Anwen,K,KC,KCC,KCCK,KCCKC,9,10,13,10,13,12,4,3,3,3,4,4,0,light,light,heavy,light,light,light,c,c,c,c,c,c,KC,CKC,CKCC,CLC,CKC,CDC,,C,C,C,C,C,C,C,CC,C,C,C,K,K,K,L,K,D,2,3,5,3,4,4,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,2,1,2,VC,CVC,CVCC,CVVC,CVC,CVVC,1,2,3,1,2,1,N,NN,T,2,Anwendungsmoeglichkeit,prima
ste,ø,e,te,ste,iste,liste,K,CK,CCK,KCCK,CKCCK,An,ø,A,An,Anw,Anwe,Anwes,K,KC,KCC,KCCL,KCCLC,9,7,10,12,13,7,4,3,3,4,4,3,0,light,light,schwa,light,light,schwa,c,o,c,c,c,o,KC,CL,CKC,CDA,CKC,CK,,C,C,C,C,C,C,,C,A,C,,K,L,K,D,K,K,2,2,3,5,2,3,1,0,1,1,1,0,0,1,1,1,1,1,1,2,1,2,1,1,VC,CVV,CVC,CVVC,CVC,CV,1,0,2,1,2,1,N,NN,T,2,Anwesenheitsliste,prima
gend,ø,d,nd,end,gend,egend,C,CC,KCC,CKCC,LCKCC,ap,ø,a,ap,app,appe,appet,K,KC,KCL,KCLC,KCLCL,6,7,10,9,10,11,6,3,3,4,5,2,0,light,light,light,light,light,schwa,c,o,c,c,o,c,K,CL,CLC,KC,CL,CKCC,,C,C,,C,C,,,C,C,,CC,K,L,L,K,L,K,2,2,3,2,2,4,1,0,1,1,0,2,0,1,1,0,1,1,1,2,2,1,2,1,VC,CVV,CVVC,VC,CVV,CVCC,1,0,1,1,0,3,A,NA,F,2,appetitanregend,undef
gung,ø,g,ng,ung,gung,egung,C,KC,CKC,LCKC,CLCKC,Ar,ø,A,Ar,Arb,Arbe,Arbei,K,KC,KCC,KCCD,KCCDC,10,11,11,7,7,12,5,5,3,3,3,4,-1,light,light,schwa,schwa,light,light,c,o,c,o,o,c,KC,CD,CKC,CK,CL,CKC,,C,C,C,C,C,C,,C,,,C,K,D,K,K,L,K,2,3,3,2,2,4,1,0,1,0,0,1,0,1,1,1,1,1,1,2,1,1,2,1,VC,CVV,CVC,CV,CVV,CVC,1,0,2,1,0,2,N,NN,T,2,Arbeiterbewegung,prima
gie,ø,e,ie,gie,ogie,logie,L,CL,LCL,CLCL,LCLCL,Ar,ø,A,Ar,Arb,Arbe,Arbei,K,KC,KCC,KCCD,KCCDA,10,12,10,7,10,9,5,4,3,3,5,4,-1,light,light,light,light,light,light,c,c,o,o,o,o,KC,CDA,CCL,CL,CL,CL,,C,CC,C,C,C,C,A,,,,,K,D,L,L,L,L,2,5,3,3,2,3,1,1,0,0,0,0,0,1,2,1,1,1,1,2,2,2,2,2,VC,CVVC,CCVV,CVV,CVV,CVV,1,1,1,0,0,0,N,NN,T,2,Arbeitspsychologie,prima
cke,ø,e,ke,cke,ocke,locke,K,CK,KCK,CKCK,CCKCK,Ar,ø,A,Ar,Arm,Arme,Armes,K,KC,KCC,KCCK,KCCKC,10,9,12,11,11,7,5,4,4,3,3,3,-1,light,schwa,light,schwa,light,schwa,c,o,c,c,c,o,KC,CK,CKC,CKC,CCK,CK,,C,C,C,CC,C,C,,C,C,,,K,K,K,K,K,K,2,2,3,3,3,3,1,0,1,1,1,0,0,1,1,1,2,1,1,1,1,1,1,1,VC,CV,CVC,CVC,CCVC,CV,1,1,2,2,3,1,N,NN,T,2,Armesuenderglocke,undef
e,ø,e,ie,rie,erie,serie,K,LK,CLK,LCLK,CLCLK,Ar,ø,A,Ar,Art,Arti,Artik,K,KC,KCC,KCCL,KCCLC,10,9,11,7,12,6,5,4,3,3,6,6,-1,light,light,schwa,light,light,schwa,c,o,c,o,o,o,KC,CL,CKC,CL,CL,K,,C,C,C,C,,C,,C,,,,K,L,K,L,L,K,2,2,3,2,2,1,1,0,1,0,0,0,0,1,1,1,1,0,1,2,1,2,2,1,VC,CVV,CVC,CVV,CVV,V,1,0,2,0,0,0,N,NN,T,2,Artikelserie,sekunda
t1t,ø,t,et,aet,taet,ltaet,C,LC,CLC,CCLC,KCCLC,Ar,ø,A,Ar,Art,Arti,Artis,K,KC,KCC,KCCK,KCCKC,10,10,10,7,13,8,5,3,3,3,4,2,-1,light,light,schwa,light,light,light,c,c,c,c,c,c,KC,CKC,CKC,CK,CKC,CLC,,C,C,C,C,C,C,C,C,,C,C,K,K,K,K,K,L,2,2,4,2,3,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,VC,CVC,CVC,CVC,CVC,CVVC,1,2,2,2,2,1,N,NN,T,2,Artistenfakultaet,sekunda
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,A,ø,A,At,Ato,Atom,Atomz,K,KC,KCL,KCLC,KCLCA,6,10,11,13,9,15,6,3,3,4,4,5,1,light,light,light,light,schwa,light,c,c,c,c,o,c,K,CLC,AKC,CCK,CK,CKC,,C,A,CC,C,C,,C,C,,,C,K,L,K,K,K,K,1,3,3,4,2,4,1,1,1,1,0,1,0,1,1,2,1,1,1,2,1,1,1,1,VC,CVVC,CVC,CCVC,CV,CVC,1,1,2,3,1,2,N,NV,T,2,Atomzertruemmerung,sekunda
ell,ø,l,ll,ell,uell,suell,C,KC,LKC,CLKC,LCLKC,au,ø,a,au,aud,audi,audio,D,DC,DCL,DCLL,DCLLC,10,9,6,9,9,10,10,4,6,4,4,5,0,light,light,light,light,light,light,o,o,o,o,o,c,D,CL,L,CL,CL,KC,,C,,C,C,,,,,,,C,D,L,L,L,L,K,2,2,1,2,2,3,0,0,0,0,0,1,0,1,0,1,1,0,2,2,2,2,2,1,VV,CVV,VV,CVV,CVV,VC,0,0,0,0,0,1,A,ø,F,2,audiovisuell,ultima
$en,ø,n,en,sen,ssen,issen,C,KC,CKC,DCKC,CDCKC,auf,auf,a,au,auf,aufe,aufei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,11,10,5,6,4,3,5,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CD,CKC,,,,C,C,C,C,C,C,C,,C,D,D,K,K,D,K,3,3,2,3,3,3,1,1,1,1,0,1,0,0,0,1,1,1,2,2,1,1,2,1,VVC,VVC,VC,CVC,CVV,CVC,0,0,1,2,0,2,V,BV,F,2,aufeinanderbeissen,undef
gen,ø,n,en,gen,lgen,olgen,C,KC,CKC,CCKC,KCCKC,auf,auf,a,au,auf,aufe,aufei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,11,10,5,6,4,3,3,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CKC,CKC,,,,C,C,C,C,C,C,C,C,C,D,D,K,K,K,K,3,3,2,3,3,3,1,1,1,1,1,1,0,0,0,1,1,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CVC,CVC,0,0,1,2,2,2,V,BV,F,2,aufeinanderfolgen,undef
ge,ø,e,ge,lge,olge,folge,K,CK,CCK,KCCK,CKCCK,Auf,ø,A,Au,Auf,Aufe,Aufei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,11,7,5,6,4,3,3,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,c,o,DC,DC,KC,CKC,CKC,CK,,,,C,C,C,C,C,C,C,C,,D,D,K,K,K,K,3,3,2,3,3,2,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CVC,CV,0,0,1,2,2,1,N,ø,T,2,Aufeinanderfolge,prima
gen,ø,n,en,gen,egen,legen,C,KC,CKC,LCKC,CLCKC,auf,auf,a,au,auf,aufe,aufei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,10,10,5,6,4,3,5,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CL,CKC,,,,C,C,C,C,C,C,C,,C,D,D,K,K,L,K,3,3,2,3,2,3,1,1,1,1,0,1,0,0,0,1,1,1,2,2,1,1,2,1,VVC,VVC,VC,CVC,CVV,CVC,0,0,1,2,0,2,V,BV,F,2,aufeinanderlegen,undef
len,ø,n,en,len,llen,allen,C,KC,CKC,KCKC,CKCKC,auf,auf,a,au,auf,aufe,aufei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,11,13,5,6,4,3,3,4,0,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CCK,CKC,,,,C,CC,C,C,C,C,C,,C,D,D,K,K,K,K,3,3,2,3,4,3,1,1,1,1,1,1,0,0,0,1,2,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CCVC,CVC,0,0,1,2,3,2,V,BV,F,2,aufeinanderprallen,undef
sen,ø,n,en,sen,ssen,essen,C,KC,CKC,KCKC,CKCKC,auf,auf,a,au,auf,aufe,aufei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,11,10,5,6,4,3,3,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CCK,CKC,,,,C,CC,C,C,C,C,C,,C,D,D,K,K,K,K,3,3,2,3,4,3,1,1,1,1,1,1,0,0,0,1,2,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CCVC,CVC,0,0,1,2,3,2,V,BV,F,2,aufeinanderpressen,undef
$en,ø,n,en,sen,ssen,ossen,C,KC,CKC,LCKC,CLCKC,auf,auf,a,au,auf,aufe,aufei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,8,10,5,6,4,3,2,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CCL,CKC,,,,C,CC,C,C,C,C,C,,C,D,D,K,K,L,K,3,3,2,3,3,3,1,1,1,1,0,1,0,0,0,1,2,1,2,2,1,1,2,1,VVC,VVC,VC,CVC,CCVV,CVC,0,0,1,2,1,2,V,BV,F,2,aufeinanderstossen,undef
fen,ø,n,en,fen,ffen,effen,C,KC,CKC,KCKC,CKCKC,auf,auf,a,au,auf,aufe,aufei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,11,10,5,6,4,3,3,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CCK,CKC,,,,C,CC,C,C,C,C,C,,C,D,D,K,K,K,K,3,3,2,3,4,3,1,1,1,1,1,1,0,0,0,1,2,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CCVC,CVC,0,0,1,2,3,2,V,BV,F,2,aufeinandertreffen,undef
men,ø,n,en,men,rmen,ermen,C,KC,CKC,CCKC,KCCKC,auf,auf,a,au,auf,aufe,aufei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,13,12,5,6,4,3,4,4,0,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CKC,CKC,,,,C,C,C,C,C,C,C,C,C,D,D,K,K,K,K,3,3,2,3,3,3,1,1,1,1,1,1,0,0,0,1,1,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CVC,CVC,0,0,1,2,2,2,V,BV,F,2,aufeinandertuermen,undef
ze,ø,e,ze,tze,atze,ratze,K,AK,KAK,CKAK,CCKAK,Auf,ø,A,Au,Auf,Aufl,Aufle,D,DC,DCC,DCCL,DCCLC,11,10,7,9,11,7,5,5,3,4,3,3,-1,light,light,schwa,light,light,schwa,c,o,o,c,c,o,DC,CL,CK,CK,CCK,AK,,C,C,C,CC,A,C,,,,,,D,L,K,K,K,K,3,2,2,2,4,2,1,0,0,1,1,0,0,1,1,1,2,1,2,2,1,1,1,1,VVC,CVV,CV,CVC,CCVC,CV,0,0,1,2,3,1,N,VN,T,2,Auflegematratze,prima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,Auf,ø,A,Au,Auf,Aufn,Aufna,D,DC,DCC,DCCL,DCCLC,11,13,9,7,9,12,5,6,4,3,4,4,-1,light,light,schwa,light,light,light,c,o,o,o,c,c,DC,CL,CK,CL,KC,CDC,,C,C,C,,C,C,,,,C,C,D,L,K,L,K,D,3,3,2,2,3,4,1,0,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,2,VVC,CVV,CV,CVV,VC,CVVC,0,0,1,0,1,1,N,NN,T,2,Aufnahmefaehigkeit,prima
gend,ø,d,nd,end,gend,egend,C,CC,KCC,CKCC,LCKCC,auf,auf,a,au,auf,aufs,aufse,D,DC,DCC,DCCL,DCCLK,11,7,9,10,10,11,5,3,4,5,5,2,0,light,light,schwa,light,light,schwa,c,o,c,c,o,c,DC,CL,KC,KC,CL,CKCC,,C,,,C,C,C,,C,C,,CC,D,L,K,K,L,K,3,2,3,2,2,4,1,0,1,1,0,2,0,1,0,0,1,1,2,2,1,1,2,1,VVC,CVV,VC,VC,CVV,CVCC,0,0,1,1,0,3,A,NF,F,2,aufsehenerregend,prima
gung,ø,g,ng,ung,gung,igung,C,KC,CKC,KCKC,CKCKC,Auf,ø,A,Au,Auf,Auft,Auftr,D,DC,DCC,DCCC,DCCCL,11,17,7,8,9,12,5,3,3,2,4,4,-1,light,heavy,schwa,light,light,light,c,c,o,o,c,c,DC,CCLCC,CK,CCL,CK,CKC,,CC,C,CC,C,C,C,CC,,,,C,D,L,K,L,K,K,3,5,2,3,2,4,1,2,0,0,1,1,0,2,1,2,1,1,2,2,1,2,1,1,VVC,CCVVCC,CV,CCVV,CVC,CVC,0,2,1,1,2,2,N,NV,T,2,Auftragsbestaetigung,prima
gung,ø,g,ng,ung,gung,igung,C,KC,CKC,KCKC,CKCKC,Auf,ø,A,Au,Auf,Aufw,Aufwa,D,DC,DCC,DCCK,DCCKC,11,11,10,7,9,12,5,2,3,3,4,4,-1,light,heavy,heavy,light,light,light,c,c,c,o,c,c,DC,CKCA,KCC,CL,CK,CKC,,C,,C,C,C,C,CA,CC,,,C,D,K,K,L,K,K,3,5,3,4,2,4,1,2,2,0,1,1,0,1,0,1,1,1,2,1,1,2,1,1,VVC,CVCC,VCC,CVV,CVC,CVC,0,3,2,0,2,2,N,NV,T,2,Aufwandsentschaedigung,prima
se,ø,e,se,ose,nose,gnose,K,CK,LCK,CLCK,CCLCK,Au,ø,A,Au,Aug,Auge,Augen,D,DC,DCK,DCKC,DCKCC,10,10,9,6,10,7,10,3,4,6,3,3,-1,light,schwa,light,light,light,schwa,o,c,o,c,o,o,D,CKC,CL,K,CCL,CK,,C,C,,CC,C,,C,,,,,D,K,L,K,L,K,2,3,2,1,3,2,0,1,0,1,0,0,0,1,1,0,2,1,2,1,2,1,2,1,VV,CVC,CVV,VC,CCVV,CV,0,2,0,1,1,1,N,NN,T,2,Augendiagnose,prima
richt,ø,t,ht,cht,icht,richt,C,CC,KCC,CKCC,KCKCC,Au,ø,A,Au,Aug,Auge,Augen,D,DC,DCK,DCKC,DCKCA,10,10,11,10,7,14,10,3,5,3,3,3,0,light,schwa,light,schwa,schwa,heavy,o,c,o,c,o,c,D,CKC,AD,CKC,CK,CKCC,,C,A,C,C,C,,C,,C,,CC,D,K,D,K,K,K,2,3,3,3,2,5,0,1,0,1,0,2,0,1,1,1,1,1,2,1,2,1,1,1,VV,CVC,CVV,CVC,CV,CVCC,0,2,0,2,1,3,N,NN,T,2,Augenzeugenbericht,prima
chen,chen,n,en,hen,chen,echen,C,KC,CKC,KCKC,CKCKC,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,11,10,5,6,4,3,3,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CCK,CKC,,,,C,CC,C,C,C,C,C,,C,D,D,K,K,K,K,3,3,2,3,3,4,1,1,1,1,1,1,0,0,0,1,2,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CCVC,CVC,0,0,1,2,3,2,V,BV,F,2,auseinanderbrechen,undef
len,ø,n,en,len,llen,allen,C,KC,CKC,KCKC,CKCKC,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,7,13,5,6,4,3,3,4,-1,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CK,CKC,,,,C,C,C,C,C,C,C,,C,D,D,K,K,K,K,3,3,2,3,3,3,1,1,1,1,1,1,0,0,0,1,1,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CVC,CVC,0,0,1,2,2,2,V,BV,F,2,auseinanderfallen,undef
hen,ø,n,en,hen,ehen,gehen,C,KC,LKC,CLKC,CCLKC,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,7,9,5,6,4,3,3,4,-1,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CL,KC,,,,C,C,,C,C,C,C,,C,D,D,K,K,L,K,3,3,2,3,2,3,1,1,1,1,0,1,0,0,0,1,1,0,2,2,1,1,2,1,VVC,VVC,VC,CVC,CVV,VC,0,0,1,2,0,1,V,BV,F,2,auseinandergehen,undef
ten,ø,n,en,ten,lten,alten,C,KC,CKC,CCKC,KCCKC,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,11,10,5,6,4,3,3,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CKC,CKC,,,,C,C,C,C,C,C,C,C,C,D,D,K,K,K,K,3,3,2,3,3,3,1,1,1,1,1,1,0,0,0,1,1,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CVC,CVC,0,0,1,2,2,2,V,BV,F,2,auseinanderhalten,undef
fen,ø,n,en,fen,ufen,aufen,C,KC,CKC,DCKC,CDCKC,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,14,10,5,6,4,3,7,3,0,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CD,CKC,,,,C,C,C,C,C,C,C,,C,D,D,K,K,D,K,3,3,2,3,3,3,1,1,1,1,0,1,0,0,0,1,1,1,2,2,1,1,2,1,VVC,VVC,VC,CVC,CVV,CVC,0,0,1,2,0,2,V,BV,F,2,auseinanderlaufen,undef
ben,ø,n,en,ben,eben,leben,C,KC,CKC,LCKC,CLCKC,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,10,10,5,6,4,3,5,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CL,CKC,,,,C,C,C,C,C,C,C,,C,D,D,K,K,L,K,3,3,2,3,2,3,1,1,1,1,0,1,0,0,0,1,1,1,2,2,1,1,2,1,VVC,VVC,VC,CVC,CVV,CVC,0,0,1,2,0,2,V,BV,F,2,auseinanderleben,undef
men,ø,n,en,men,hmen,ehmen,C,KC,CKC,LCKC,CLCKC,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,9,12,5,6,4,3,4,4,-1,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CL,CKC,,,,C,C,C,C,C,C,C,,C,D,D,K,K,L,K,3,3,2,3,3,3,1,1,1,1,0,1,0,0,0,1,1,1,2,2,1,1,2,1,VVC,VVC,VC,CVC,CVV,CVC,0,0,1,2,0,2,V,BV,F,2,auseinandernehmen,undef
$en,ø,n,en,sen,ssen,issen,C,KC,CKC,DCKC,CDCKC,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,14,10,5,6,4,3,7,3,0,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CD,CKC,,,,C,C,C,C,C,C,C,,C,D,D,K,K,D,K,3,3,2,3,3,3,1,1,1,1,0,1,0,0,0,1,1,1,2,2,1,1,2,1,VVC,VVC,VC,CVC,CVV,CVC,0,0,1,2,0,2,V,BV,F,2,auseinanderreissen,undef
zen,ø,n,en,zen,tzen,etzen,C,KC,AKC,KAKC,CKAKC,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,11,13,9,11,7,10,5,6,4,3,3,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CK,AKC,,,,C,C,A,C,C,C,C,,C,D,D,K,K,K,K,3,3,2,3,3,3,1,1,1,1,1,1,0,0,0,1,1,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CVC,CVC,0,0,1,2,2,2,V,BV,F,2,auseinandersetzen,undef
mung,ø,g,ng,ung,mung,mmung,C,KC,CKC,KCKC,CKCKC,Aus,ø,A,Au,Aus,Ausf,Ausfu,D,DC,DCC,DCCL,DCCLC,11,9,16,7,10,14,5,4,4,3,3,4,0,light,light,heavy,schwa,light,light,c,o,c,o,c,c,DC,CL,CKCC,CK,CCK,CKC,,C,C,C,CC,C,C,,CC,,,C,D,L,K,K,K,K,3,3,5,2,4,4,1,0,2,0,1,1,0,1,1,1,2,1,2,2,1,1,1,1,VVC,CVV,CVCC,CV,CCVC,CVC,0,0,3,1,3,2,N,NV,T,2,Ausfuehrungsbestimmung,prima
dent,ø,t,nt,ent,dent,ndent,C,CC,KCC,CKCC,CCKCC,Aus,ø,A,Au,Aus,Ausl,Ausla,D,DC,DCC,DCCK,DCCKC,11,14,7,11,10,11,5,3,3,3,3,2,-1,light,heavy,light,light,light,heavy,c,c,c,c,c,c,DC,CKCA,CK,CKC,CKC,CKCC,,C,C,C,C,C,C,CA,,C,C,CC,D,K,K,K,K,K,3,5,3,2,4,4,1,2,1,1,1,2,0,1,1,1,1,1,2,1,1,1,1,1,VVC,CVCC,CVC,CVC,CVC,CVCC,0,3,2,2,2,3,N,NN,T,2,Auslandskorrespondent,prima
tur,ø,r,ur,tur,atur,ratur,C,LC,CLC,KCLC,CKCLC,Au,ø,A,Au,Aus,Auss,Ausse,D,DC,DCK,DCKC,DCKCC,10,10,10,7,10,13,10,3,3,3,5,4,0,light,schwa,light,schwa,light,light,o,c,c,o,c,c,D,CKC,CKC,CK,CK,CLC,,C,C,C,C,C,,C,C,,,C,D,K,K,K,K,L,2,3,3,2,2,3,0,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,1,2,VV,CVC,CVC,CV,CVC,CVVC,0,2,2,1,2,1,N,ø,T,2,Aussentemperatur,prima
isch,isch,h,ch,sch,isch,eisch,C,KC,LKC,CLKC,LCLKC,au,ø,a,au,aus,auss,ausse,D,DC,DCK,DCKC,DCKCD,10,11,10,10,7,9,10,3,10,5,3,4,-1,light,schwa,light,light,light,light,o,c,o,o,o,c,D,CKC,D,CL,CL,KC,,C,,C,C,,,C,,,,C,D,K,D,L,L,K,2,3,2,2,2,4,0,1,0,0,0,1,0,1,0,1,1,0,2,1,2,2,2,1,VV,CVC,VV,CVV,CVV,VC,0,2,0,0,0,1,A,ø,F,2,aussereuropaeisch,prima
nung,ø,g,ng,ung,nung,hnung,C,KC,CKC,CCKC,DCCKC,Aus,ø,A,Au,Aus,Auss,Aussp,D,DC,DCC,DCCC,DCCCC,11,16,7,7,12,14,5,4,3,3,4,4,0,light,light,schwa,schwa,light,light,c,o,o,o,c,c,DC,CCCL,CK,CK,ADC,CKC,,CCC,C,C,A,C,C,,,,C,C,D,L,K,K,D,K,3,4,3,2,5,4,1,0,0,0,1,1,0,3,1,1,1,1,2,2,1,1,2,1,VVC,CCCVV,CV,CV,CVVC,CVC,0,1,1,1,1,2,N,NV,T,2,Aussprachebezeichnung,prima
de,ø,e,de,nde,ende,aende,K,CK,CCK,KCCK,CKCCK,Aus,ø,A,Au,Aus,Auss,Ausst,D,DC,DCC,DCCC,DCCCK,11,8,16,7,13,7,5,2,4,3,4,3,-1,light,light,heavy,schwa,light,schwa,c,c,c,o,c,o,DC,CCK,CKCC,CK,CKC,CK,,CC,C,C,C,C,C,,CC,,C,,D,K,K,K,K,K,3,4,5,2,3,2,1,1,2,0,1,0,0,2,1,1,1,1,2,1,1,1,1,1,VVC,CCVC,CVCC,CV,CVC,CV,0,3,3,1,2,1,N,NN,T,2,Ausstellungsgelaende,prima
tiv,ø,v,iv,tiv,ktiv,ektiv,C,LC,CLC,CCLC,KCCLC,Au,ø,A,Au,Aut,Auto,Autor,D,DC,DCL,DCLC,DCLCK,10,7,13,7,11,10,10,3,4,3,3,3,0,light,light,schwa,light,light,light,o,o,c,c,c,c,D,CL,CKC,CK,CKC,CLC,,C,C,C,C,C,,,C,,C,C,D,L,K,K,K,L,2,2,3,3,3,3,0,0,1,1,1,1,0,1,1,1,1,1,2,2,1,1,1,2,VV,CVV,CVC,CVC,CVC,CVVC,0,0,2,2,2,1,N,NN,T,2,Autorenkollektiv,prima
