syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority6,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_ratio6,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_weight6,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_open6,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,syl_phoncat6,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,onset_phoncat6,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,koda_phoncat6,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,nucleus_phoncat6,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl_len6,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,koda_len6,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,onset_len6,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,nucleus_len6,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,syl_cv6,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,cv_ratio6,pos,comp_struct,nomen,comp_len,Word,stress_class
tung,ø,g,ng,ung,tung,ltung,C,KC,CKC,CCKC,KCCKC,Per,ø,P,Pe,Per,Pers,Perso,C,CK,CKC,CKCC,CKCCL,11,10,13,12,10,11,12,3,3,4,4,3,3,4,0,light,light,light,light,heavy,light,light,c,c,c,c,c,c,c,CKC,CLC,CKC,CDA,KCC,CKC,CKC,C,C,C,C,,C,C,C,C,C,A,CC,C,C,K,L,K,D,K,K,K,3,3,4,5,3,3,4,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,2,1,2,1,1,1,CVC,CVVC,CVC,CVVC,VCC,CVC,CVC,2,1,2,1,2,2,2,N,NV,T,2,Persoenlichkeitsentfaltung,sekunda
lung,ø,g,ng,ung,lung,klung,C,KC,CKC,CCKC,KCCKC,Per,ø,P,Pe,Per,Pers,Perso,C,CK,CKC,CKCC,CKCCL,11,10,13,12,10,9,16,3,3,4,4,3,4,4,0,light,light,light,light,heavy,light,light,c,c,c,c,c,c,c,CKC,CLC,CKC,CDA,KCC,CK,CCKC,C,C,C,C,,C,CC,C,C,C,A,CC,,C,K,L,K,D,K,K,K,3,3,4,5,3,4,4,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,2,1,2,1,1,1,CVC,CVVC,CVC,CVVC,VCC,CVC,CCVC,2,1,2,1,2,2,3,N,NN,T,2,Persoenlichkeitsentwicklung,sekunda
1at,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,ALCLC,Pho,ø,P,Ph,Pho,Phot,Photo,C,CL,CLC,CLCL,CLCLL,7,7,6,11,13,9,8,3,3,6,3,4,4,2,0,light,light,light,light,light,light,light,o,o,o,c,o,o,c,CL,CL,L,CKC,CCL,AL,CLC,C,C,,C,CC,A,C,,,,C,,,C,L,L,L,K,L,L,L,3,2,1,3,3,2,3,0,0,0,1,0,0,1,1,1,0,1,2,1,1,2,2,2,1,2,2,2,CVV,CVV,VV,CVC,CCVV,CVV,CVVC,0,0,0,2,1,0,1,N,NN,T,2,Photoelektrizitaet,prima
on,ø,n,on,ion,tion,ition,C,LC,LLC,ALLC,LALLC,Po,ø,P,Po,Pol,Pola,Polar,C,CL,CLC,CLCL,CLCLC,7,18,8,7,9,9,9,3,6,2,3,4,4,4,-1,light,light,heavy,light,light,light,light,o,c,c,o,o,o,c,CL,CLC,KCC,CL,CL,AL,LC,C,C,,C,C,A,,,C,CC,,,,C,L,L,K,L,L,L,L,2,3,2,2,2,2,2,0,1,2,0,0,0,1,1,1,0,1,1,1,0,2,2,1,2,2,2,2,CVV,CVVC,VCC,CVV,CVV,CVV,VVC,0,1,2,0,0,0,0,N,AN,T,2,Polarexpedition,sekunda
lich,ø,h,ch,ich,lich,tlich,C,KC,CKC,CCKC,CCCKC,po,ø,p,po,pop,popu,popul,C,CL,CLC,CLCL,CLCLC,7,9,14,9,10,9,13,3,4,4,4,3,2,4,0,light,light,light,light,schwa,heavy,light,o,o,c,c,c,c,c,CL,CL,CLC,CK,CKC,CKCC,CKC,C,C,C,C,C,C,C,,,C,,C,CC,C,L,L,L,K,K,K,K,2,2,3,3,3,6,4,0,0,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,CVV,CVV,CVVC,CVC,CVC,CVCC,CVC,0,0,1,2,2,3,2,A,AA,F,2,populaerwissenschaftlich,undef
dat,ø,t,at,dat,idat,didat,C,LC,CLC,LCLC,CLCLC,Pr1,ø,P,Pr,Pra,Prae,Praes,C,CC,CCK,CCKC,CCKCL,11,9,11,9,10,9,12,3,4,2,2,3,4,4,0,light,light,heavy,heavy,light,light,light,c,o,c,c,c,o,c,CCK,CL,CKCC,CKCA,CKC,CL,CLC,CC,C,C,C,C,C,C,,,CC,CA,C,,C,K,L,K,K,K,L,L,3,2,4,7,3,2,3,1,0,2,2,1,0,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,CCVC,CVV,CVCC,CVCC,CVC,CVV,CVVC,3,0,3,3,2,0,1,N,NN,T,2,Praesidentschaftskandidat,undef
ter,ø,r,er,ter,tter,atter,C,KC,CKC,KCKC,CKCKC,Pres,ø,P,Pr,Pre,Pres,Press,C,CC,CCK,CCKC,CCKCK,11,7,7,14,10,8,11,3,3,3,3,5,2,3,0,light,schwa,schwa,heavy,light,light,schwa,c,o,o,c,c,c,c,CCK,CK,CK,CKCC,KC,CCK,CKC,CC,C,C,C,,CC,C,,,,CC,C,,C,K,K,K,K,K,K,K,4,2,2,5,2,4,3,1,0,0,2,1,1,1,2,1,1,1,0,2,1,1,1,1,1,1,1,1,CCVC,CV,CV,CVCC,VC,CCVC,CVC,3,1,1,3,1,3,2,N,NN,T,2,Presseberichterstatter,prima
heit,heit,t,it,eit,heit,nheit,C,DC,CDC,CCDC,KCCDC,Pri,ø,P,Pr,Pri,Priv,Priva,C,CC,CCL,CCLC,CCLCL,13,12,9,7,10,10,12,4,4,4,3,5,3,4,-1,light,light,light,schwa,light,schwa,light,o,c,c,o,o,c,c,CCL,CLC,KC,CK,CL,CKC,CDC,CC,C,,C,C,C,C,,C,C,,,C,C,L,L,K,K,L,K,D,3,3,2,2,2,3,4,0,1,1,0,0,1,1,2,1,0,1,1,1,1,2,2,1,1,2,1,2,CCVV,CVVC,VC,CV,CVV,CVC,CVVC,1,1,1,1,0,2,1,N,AN,T,2,Privatangelegenheit,sekunda
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,Pro,ø,P,Pr,Pro,Prod,Produ,C,CC,CCL,CCLC,CCLCK,11,10,9,10,12,7,15,3,3,4,3,4,3,5,0,light,light,light,heavy,light,schwa,light,o,c,o,c,o,o,c,CCL,CKC,AL,LCC,CCD,CK,CKC,CC,C,A,,CC,C,C,,C,,CC,,,C,L,K,L,L,D,K,K,3,3,2,3,4,2,4,0,1,0,2,0,0,1,2,1,1,0,2,1,1,2,1,2,2,2,1,1,CCVV,CVC,CVV,VVCC,CCVV,CV,CVC,1,2,0,1,1,1,2,N,NV,T,2,Produktionssteigerung,undef
rat,ø,t,at,rat,arat,parat,C,LC,CLC,KCLC,CKCLC,Pro,ø,P,Pr,Pro,Proj,Proje,C,CC,CCL,CCLC,CCLCK,11,13,9,10,6,7,15,3,4,4,3,6,3,5,-1,light,light,light,heavy,light,light,light,o,c,o,c,c,c,c,CCL,CKC,AL,LCC,K,CK,CLC,CC,C,A,,,C,C,,C,,CC,,,C,L,K,L,L,K,K,L,3,3,2,3,2,2,3,0,1,0,2,1,1,1,2,1,1,0,0,1,1,2,1,2,2,1,1,2,CCVV,CVC,CVV,VVCC,VC,CVC,CVVC,1,2,0,1,1,2,1,N,NN,T,2,Projektionsapparat,undef
tiv,ø,v,iv,tiv,ktiv,ektiv,C,LC,CLC,CCLC,KCCLC,Pro,ø,P,Pr,Pro,Pron,Prono,C,CC,CCL,CCLC,CCLCL,11,9,11,17,7,13,10,3,4,5,5,3,4,3,0,light,light,light,light,light,light,light,o,o,o,c,c,c,c,CCL,CL,CL,CLC,KC,CKC,CLC,CC,C,C,C,,C,C,,,,C,C,C,C,L,L,L,L,K,K,L,3,2,2,3,2,3,3,0,0,0,1,1,1,1,2,1,1,1,0,1,1,2,2,2,2,1,1,2,CCVV,CVV,CVV,CVVC,VC,CVC,CVVC,1,0,0,1,1,2,1,N,AN,T,2,Pronominaladjektiv,undef
ker,ø,r,er,ker,iker,tiker,C,KC,CKC,LCKC,CLCKC,Psy,ø,P,Ps,Psy,Psyc,Psych,C,CC,CCL,CCLC,CCLCL,10,7,6,9,12,9,11,3,3,6,4,6,4,3,0,light,light,light,light,light,light,schwa,o,o,c,c,o,o,c,CCL,CL,K,CK,CL,CL,CKC,CC,C,,C,C,C,C,,,,,,,C,L,L,K,K,L,L,K,3,3,1,2,2,2,3,0,0,1,1,0,0,1,2,1,0,1,1,1,1,2,2,1,1,2,2,1,CCVV,CVV,VC,CVC,CVV,CVV,CVC,1,0,1,2,0,0,2,N,NN,T,2,Psychoanalytiker,antepaenultima
se,ø,e,se,sse,esse,resse,K,CK,KCK,CKCK,KCKCK,Pu,ø,P,Pu,Pub,Publ,Publi,C,CK,CKC,CKCC,CKCCL,9,13,13,11,7,10,7,4,4,3,5,3,5,3,-1,light,light,heavy,light,schwa,light,schwa,c,o,c,c,o,c,o,CK,CCL,CKCC,KC,CK,CK,CK,C,CC,C,,C,C,C,,,CC,C,,,,K,L,K,K,K,K,K,2,3,4,2,2,3,2,1,0,2,1,0,1,0,1,2,1,0,1,1,1,1,2,1,1,1,1,1,CVC,CCVV,CVCC,VC,CV,CVC,CV,2,1,3,1,1,2,1,N,NN,T,2,Publikumsinteresse,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,Ras,ø,R,Ra,Ras,Rass,Rasse,C,CK,CKC,CKCK,CKCKC,10,10,10,13,11,11,15,5,3,3,4,5,5,5,0,light,schwa,light,light,light,light,light,c,c,c,o,o,o,c,CK,CKC,CKC,CCL,CL,CL,CKC,C,C,C,CC,C,C,C,,C,C,,,,C,K,K,K,L,L,L,K,3,3,3,3,2,3,4,1,1,1,0,0,0,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,CVC,CVC,CVC,CCVV,CVV,CVV,CVC,2,2,2,1,0,0,2,N,NN,T,2,Rassendiskriminierung,prima
ge,ø,e,ge,age,lage,nlage,K,CK,LCK,CLCK,CCLCK,Rek,ø,R,Re,Rek,Rekt,Rekti,C,CK,CKC,CKCC,CKCCL,11,9,9,13,9,14,7,3,4,4,4,4,7,3,-1,light,light,light,light,light,light,schwa,c,o,o,c,c,o,o,CKC,CL,CL,ALC,KC,CL,CK,C,C,C,A,,C,C,C,,,C,C,,,K,L,L,L,K,L,K,3,2,2,4,2,2,2,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,2,2,2,1,2,1,CVC,CVV,CVV,CVVC,VC,CVV,CV,2,0,0,1,1,0,1,N,VN,T,2,Rektifizieranlage,undef
nis,nis,s,is,nis,tnis,ntnis,C,KC,CKC,CCKC,CCCKC,Re,ø,R,Re,Rel,Reli,Relig,C,CL,CLC,CLCL,CLCLC,10,12,9,10,7,11,12,5,6,4,3,3,2,4,0,light,light,light,heavy,schwa,heavy,light,o,o,o,c,o,c,c,CL,CL,CL,LCC,CK,CKCC,CKC,C,C,C,,C,C,C,,,,CC,,CC,C,L,L,L,L,K,K,K,2,2,2,3,2,5,3,0,0,0,2,0,2,1,1,1,1,0,1,1,1,2,2,2,2,1,1,1,CVV,CVV,CVV,VVCC,CV,CVCC,CVC,0,0,0,1,1,3,2,N,NN,T,2,Religionsbekenntnis,undef
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,Re,ø,R,Re,Rel,Reli,Relig,C,CL,CLC,CLCL,CLCLC,10,12,9,10,7,16,9,5,6,4,3,3,5,2,0,light,light,light,heavy,schwa,light,heavy,o,o,o,c,o,c,c,CL,CL,CL,LCC,CK,CDC,CKCC,C,C,C,,C,C,C,,,,CC,,C,CC,L,L,L,L,K,D,K,2,2,2,3,2,4,6,0,0,0,2,0,1,2,1,1,1,0,1,1,1,2,2,2,2,1,2,1,CVV,CVV,CVV,VVCC,CV,CVVC,CVCC,0,0,0,1,1,1,3,N,NN,T,2,Religionsgemeinschaft,undef
te,ø,e,te,hte,chte,ichte,K,CK,CCK,KCCK,CKCCK,Re,ø,R,Re,Rel,Reli,Relig,C,CL,CLC,CLCL,CLCLC,10,12,9,10,7,10,7,5,6,4,3,3,3,3,-1,light,light,light,heavy,schwa,light,schwa,o,o,o,c,o,c,o,CL,CL,CL,LCC,CK,CKC,CK,C,C,C,,C,C,C,,,,CC,,C,,L,L,L,L,K,K,K,2,2,2,3,2,6,2,0,0,0,2,0,1,0,1,1,1,0,1,1,1,2,2,2,2,1,1,1,CVV,CVV,CVV,VVCC,CV,CVC,CV,0,0,0,1,1,2,1,N,NN,T,2,Religionsgeschichte,undef
richt,ø,t,ht,cht,icht,richt,C,CC,KCC,CKCC,CCKCC,Re,ø,R,Re,Rel,Reli,Relig,C,CL,CLC,CLCL,CLCLC,10,12,9,10,11,11,14,5,6,4,3,5,3,3,0,light,light,light,heavy,light,schwa,heavy,o,o,o,c,c,c,c,CL,CL,CL,LCC,KC,CKC,CKCC,C,C,C,,,C,C,,,,CC,C,C,CC,L,L,L,L,K,K,K,2,2,2,3,2,3,5,0,0,0,2,1,1,2,1,1,1,0,0,1,1,2,2,2,2,1,1,1,CVV,CVV,CVV,VVCC,VC,CVC,CVCC,0,0,0,1,1,2,3,N,NN,T,2,Religionsunterricht,undef
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,Re,ø,R,Re,Rel,Reli,Relig,C,CL,CLC,CLCL,CLCLC,10,12,9,10,9,10,9,5,6,4,3,4,3,2,-1,light,light,light,heavy,light,schwa,heavy,o,o,o,c,c,c,c,CL,CL,CL,LCC,CK,CKC,CKCC,C,C,C,,C,C,C,,,,CC,,C,CC,L,L,L,L,K,K,K,2,2,2,3,3,3,6,0,0,0,2,1,1,2,1,1,1,0,1,1,1,2,2,2,2,1,1,1,CVV,CVV,CVV,VVCC,CVC,CVC,CVCC,0,0,0,1,2,2,3,N,NN,T,2,Religionswissenschaft,undef
ter,ø,r,er,ter,lter,elter,C,KC,CKC,CCKC,KCCKC,Re,ø,R,Re,Rel,Reli,Reliq,C,CL,CLC,CLCL,CLCLC,10,13,9,9,7,11,11,5,4,4,4,3,3,3,-1,light,light,light,schwa,schwa,light,schwa,o,c,o,c,o,c,c,CL,CLC,CL,KC,CK,CKC,CKC,C,C,C,,C,C,C,,C,,C,,C,C,L,L,L,K,K,K,K,2,2,3,2,2,3,3,0,1,0,1,0,1,1,1,1,1,0,1,1,1,2,2,2,1,1,1,1,CVV,CVVC,CVV,VC,CV,CVC,CVC,0,1,0,1,1,2,2,N,NN,T,2,Reliquienbehaelter,sekunda
tig,ø,g,ig,tig,ftig,rftig,C,KC,CKC,CCKC,CCCKC,re,ø,r,re,ren,reno,renov,C,CL,CLC,CLCL,CLCLC,10,9,9,16,7,14,10,5,4,4,4,3,3,3,0,light,light,light,heavy,schwa,heavy,light,o,o,o,c,o,c,c,CL,CL,CL,CKCC,CK,CKCC,CKC,C,C,C,C,C,C,C,,,,CC,,CC,C,L,L,L,K,K,K,K,2,2,3,5,2,4,3,0,0,0,2,0,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,CVV,CVV,CVV,CVCC,CV,CVCC,CVC,0,0,0,3,1,3,2,A,NA,F,2,renovierungsbeduerftig,undef
stung,ø,g,ng,ung,tung,stung,C,KC,CKC,CCKC,DCCKC,Re,ø,R,Re,Rep,Repa,Repar,C,CL,CLC,CLCK,CLCKC,10,7,10,9,10,15,12,5,3,5,4,3,5,4,0,light,light,light,light,heavy,light,light,o,c,c,o,c,c,c,CL,CK,CK,AL,LCC,CDC,CKC,C,C,C,A,,C,C,,,,,CC,C,C,L,K,K,L,L,D,K,2,2,2,2,3,3,5,0,1,1,0,2,1,1,1,1,1,1,0,1,1,2,1,1,2,2,2,1,CVV,CVC,CVC,CVV,VVCC,CVVC,CVC,0,2,2,0,1,1,2,N,NN,T,2,Reparationsleistung,antepaenultima
lig,ø,g,ig,lig,llig,ellig,C,KC,CKC,KCKC,CKCKC,re,ø,r,re,rep,repa,repar,C,CL,CLC,CLCK,CLCKC,10,7,10,13,9,7,13,5,3,5,4,4,3,4,0,light,light,light,light,light,light,light,o,c,c,c,c,c,c,CL,CK,CK,CLC,KC,CK,CKC,C,C,C,C,,C,C,,,,C,C,,C,L,K,K,L,K,K,K,2,2,2,3,2,3,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,2,1,1,1,CVV,CVC,CVC,CVVC,VC,CVC,CVC,0,2,2,1,1,2,2,A,NA,F,2,reparaturanfaellig,undef
tig,ø,g,ig,tig,ftig,rftig,C,KC,CKC,CCKC,CCCKC,re,ø,r,re,rep,repa,repar,C,CL,CLC,CLCK,CLCKC,10,7,10,13,7,14,10,5,3,5,4,3,3,3,0,light,light,light,light,schwa,heavy,light,o,c,c,c,o,c,c,CL,CK,CK,CLC,CK,CKCC,CKC,C,C,C,C,C,C,C,,,,C,,CC,C,L,K,K,L,K,K,K,2,2,2,3,2,4,3,0,1,1,1,0,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,CVV,CVC,CVC,CVVC,CV,CVCC,CVC,0,2,2,1,1,3,2,A,NA,F,2,reparaturbeduerftig,undef
walt,ø,t,lt,alt,walt,ewalt,L,CL,KCL,CKCL,CCKCL,Re,ø,R,Re,Rep,Repr,Repra,C,CL,CLC,CLCC,CLCCK,10,11,10,7,10,7,7,5,3,3,3,3,3,3,-1,light,light,light,light,light,schwa,heavy,o,c,c,c,c,o,c,CL,CCK,CKC,CK,CLC,CK,CL,C,CC,C,C,C,C,C,,,C,,C,,,L,K,K,K,L,K,L,2,3,3,2,3,2,4,0,1,1,1,1,0,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,CVV,CCVC,CVC,CVC,CVVC,CV,CVCC,0,3,2,2,1,1,3,N,AN,T,2,Repraesentativgewalt,antepaenultima
tor,ø,r,or,tor,ktor,aktor,C,KC,CKC,CCKC,KCCKC,Re,ø,R,Re,Rep,Repr,Repro,C,CL,CLC,CLCC,CLCCL,10,11,10,9,10,8,11,5,3,3,4,3,2,3,-1,light,light,light,light,heavy,light,light,o,o,c,o,c,c,c,CL,CCL,CKC,AL,LCC,CKC,CKC,C,CC,C,A,,C,C,,,C,,CC,C,C,L,L,K,L,L,K,K,2,3,3,2,3,3,3,0,0,1,0,2,1,1,1,2,1,1,0,1,1,2,2,1,2,2,1,1,CVV,CCVV,CVC,CVV,VVCC,CVC,CVC,0,1,2,0,1,2,2,N,NN,T,2,Reproduktionsfaktor,antepaenultima
nik,ø,k,ik,nik,hnik,chnik,C,KC,CKC,CCKC,KCCKC,Re,ø,R,Re,Rep,Repr,Repro,C,CL,CLC,CLCC,CLCCL,10,11,10,9,10,8,12,5,3,3,4,3,2,4,0,light,light,light,light,heavy,light,light,o,o,c,o,c,c,c,CL,CCL,CKC,AL,LCC,CKC,CKC,C,CC,C,A,,C,C,,,C,,CC,C,C,L,L,K,L,L,K,K,2,3,3,2,3,4,3,0,0,1,0,2,1,1,1,2,1,1,0,1,1,2,2,1,2,2,1,1,CVV,CCVV,CVC,CVV,VVCC,CVC,CVC,0,1,2,0,1,2,2,N,NN,T,2,Reproduktionstechnik,antepaenultima
beit,ø,t,it,eit,beit,rbeit,C,DC,CDC,CCDC,KCCDC,Re,ø,R,Re,Res,Rest,Resta,C,CL,CLC,CLCC,CLCCD,11,11,10,9,10,10,12,3,5,5,4,3,5,4,0,light,light,light,light,heavy,light,light,c,o,c,o,c,c,c,CLC,CD,CK,AL,LCC,KC,CDC,C,C,C,A,,,C,C,,,,CC,C,C,L,D,K,L,L,K,D,2,4,2,2,3,2,4,1,0,1,0,2,1,1,1,1,1,1,0,0,1,2,2,1,2,2,1,2,CVVC,CVV,CVC,CVV,VVCC,VC,CVVC,1,0,2,0,1,1,1,N,NN,T,2,Restaurationsarbeit,antepaenultima
plar,ø,r,ar,lar,plar,mplar,C,LC,CLC,CCLC,CCCLC,Re,ø,R,Re,Rez,Reze,Rezen,C,CL,CLA,CLAK,CLAKC,10,10,9,10,6,11,19,5,3,4,3,6,2,4,0,light,light,light,heavy,light,light,light,o,c,o,c,c,c,c,CL,AKC,CL,LCC,K,CCKC,CCLC,C,A,C,,,CC,CC,,C,,CC,,C,C,L,K,L,L,K,K,L,2,3,2,3,2,2,4,0,1,0,2,1,1,1,1,1,1,0,0,2,2,2,1,2,2,1,1,2,CVV,CVC,CVV,VVCC,VC,CCVC,CCVVC,0,2,0,1,1,3,1,N,NN,T,2,Rezensionsexemplar,undef
re,ø,e,re,ure,eure,aeure,K,CK,DCK,CDCK,CCDCK,Ri,ø,R,Ri,Rib,Ribo,Ribon,C,CL,CLC,CLCL,CLCLC,12,7,11,11,11,11,10,6,3,5,3,5,5,5,0,light,light,light,light,light,light,schwa,o,o,o,o,c,o,o,CL,CL,CL,CCL,LC,CD,CK,C,C,C,CC,,C,C,,,,,C,,,L,L,L,L,L,D,K,2,2,2,3,2,3,2,0,0,0,0,1,0,0,1,1,1,2,0,1,1,2,2,2,2,2,2,1,CVV,CVV,CVV,CCVV,VVC,CVV,CV,0,0,0,1,0,0,1,N,ø,T,2,Ribonukleinsaeure,antepaenultima
ne,ø,e,ne,ine,hine,chine,K,CK,LCK,CLCK,KCLCK,Ro,ø,R,Ro,Rot,Rota,Rotat,C,CL,CLC,CLCK,CLCKA,10,7,9,10,9,9,9,5,3,4,3,4,4,4,0,light,light,light,heavy,light,light,schwa,o,c,o,c,c,o,o,CL,CK,AL,LCC,CK,CL,CK,C,C,A,,C,C,C,,,,CC,,,,L,K,L,L,K,L,K,2,2,2,3,2,4,2,0,1,0,2,1,0,0,1,1,1,0,1,1,1,2,1,2,2,1,2,1,CVV,CVC,CVV,VVCC,CVC,CVV,CV,0,2,0,1,2,0,1,N,NN,T,2,Rotationsmaschine,undef
tel,ø,l,el,tel,ttel,ittel,C,KC,CKC,KCKC,CKCKC,Sch1d,ø,S,Sc,Sch,Scha,Schae,C,CL,CLC,CLCC,CLCCK,8,16,7,10,13,11,11,2,4,3,3,3,5,3,0,light,heavy,schwa,light,heavy,light,schwa,c,c,o,c,c,c,c,CLC,CKCC,CK,CKC,AKCC,CK,CKC,C,C,C,C,A,C,C,C,CC,,C,CC,,C,L,K,K,K,K,K,K,5,5,2,4,5,3,3,1,2,0,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,CVVC,CVCC,CV,CVC,CVCC,CVC,CVC,1,3,1,2,3,2,2,N,NN,T,2,Schaedlingsbekaempfungsmittel,prima
teur,ø,r,ur,eur,teur,ateur,C,LC,CLC,KCLC,CKCLC,Schau,ø,S,Sc,Sch,Scha,Schau,C,CD,CDC,CDCK,CDCKC,11,10,12,7,7,10,11,5,3,3,3,3,5,3,-1,light,light,schwa,light,light,light,light,o,c,c,o,o,c,c,CD,CKC,CCKC,CL,CL,CK,CLC,C,C,CC,C,C,C,C,,C,C,,,,C,D,K,K,L,L,K,L,5,3,4,2,2,2,4,0,1,1,0,0,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,CVV,CVC,CCVC,CVV,CVV,CVC,CVVC,0,2,3,0,0,2,1,N,NN,T,2,Schaufensterdekorateur,prima
de,ø,e,de,ode,iode,riode,K,CK,LCK,LLCK,CLLCK,Schlecht,ø,S,Sc,Sch,Schl,Schle,C,CC,CCK,CCKC,CCKCC,13,7,11,7,12,6,7,2,3,3,3,6,6,3,-1,heavy,light,schwa,light,light,light,schwa,c,c,c,o,o,o,o,CCKCC,CK,CKC,CL,CL,L,CK,CC,C,C,C,C,,C,CC,,C,,,,,K,K,K,L,L,L,K,8,3,3,2,2,1,2,2,1,1,0,0,0,0,2,1,1,1,1,0,1,1,1,1,2,2,2,1,CCVCC,CVC,CVC,CVV,CVV,VV,CV,4,2,2,0,0,0,1,N,NN,T,2,Schlechtwetterperiode,sekunda
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,Sch3n,ø,S,Sc,Sch,Scho,Schoe,C,CL,CLC,CLCC,CLCCD,10,12,6,7,10,9,9,3,4,6,3,5,4,4,-1,light,light,light,schwa,light,light,light,c,c,o,o,c,o,c,CLC,CDA,L,CK,CK,AL,LC,C,C,,C,C,A,,C,A,,,,,C,L,D,L,K,K,L,L,5,5,1,2,2,2,2,1,1,0,0,1,0,1,1,1,0,1,1,1,0,2,2,2,1,1,2,2,CVVC,CVVC,VV,CV,CVC,CVV,VVC,1,1,0,1,2,0,0,N,NN,T,2,Schoenheitsoperation,prima
chung,ø,g,ng,ung,hung,chung,C,KC,CKC,KCKC,CKCKC,Schwan,ø,S,Sc,Sch,Schw,Schwa,C,CC,CCK,CCKC,CCKCK,8,13,9,11,11,11,12,2,4,2,5,3,3,4,0,light,schwa,heavy,light,schwa,light,light,c,c,c,c,c,c,c,CCK,CKC,CKCA,KC,CKC,CCK,CKC,CC,C,C,,C,CC,C,,C,CA,C,C,,C,K,K,K,K,K,K,K,6,3,7,2,3,3,5,1,1,2,1,1,1,1,2,1,1,0,1,2,1,1,1,1,1,1,1,1,CCVC,CVC,CVCC,VC,CVC,CCVC,CVC,3,2,3,1,2,3,2,N,NV,T,2,Schwangerschaftsunterbrechung,prima
dung,ø,g,ng,ung,dung,ndung,C,KC,CKC,CCKC,KCCKC,Seh,ø,S,Se,Seh,Sehn,Sehne,C,CL,CLC,CLCK,CLCKC,7,12,11,10,10,12,12,3,4,5,3,3,4,4,0,light,schwa,light,schwa,heavy,light,light,o,c,o,c,c,c,c,CL,CKC,CD,CKC,KCC,AKC,CKC,C,C,C,C,,A,C,,C,,C,CC,C,C,L,K,D,K,K,K,K,3,3,5,3,3,3,4,0,1,0,1,2,1,1,1,1,1,1,0,1,1,2,1,2,1,1,1,1,CVV,CVC,CVV,CVC,VCC,CVC,CVC,0,2,0,2,2,2,2,N,NV,T,2,Sehnenscheidenentzuendung,prima
on,ø,n,on,ion,sion,ssion,C,LC,LLC,CLLC,KCLLC,Se,ø,S,Se,Sek,Seku,Sekun,C,CL,CLC,CLCK,CLCKC,7,12,11,6,11,9,9,3,4,3,6,5,4,4,0,light,light,light,light,light,light,light,o,c,c,o,c,o,c,CL,CKC,CLC,L,CK,CL,LC,C,C,C,,C,C,,,C,C,,,,C,L,K,L,L,K,L,L,2,3,3,1,3,2,2,0,1,1,0,1,0,1,1,1,1,0,1,1,0,2,1,2,2,1,2,2,CVV,CVC,CVVC,VV,CVC,CVV,VVC,0,2,1,0,2,0,0,N,AN,T,2,Sekundaeremission,undef
