syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl0,syl1,syl2,syl3,syl4,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,nomen,sylcnt,stress_class
1,2,1,2,5,a,di,a,ba,tisch,isch,ø,A,ø,ø,ø,K,KC,KCL,KCLK,KCLKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,VC,CVV,CVC,1,0,1,0,2,1,0,1,0,1,0,1,0,1,1,1,2,1,2,1,0,1,101,1,101,201,4,3,4,3,2,1,K,CL,K,CL,CKC,,C,,C,C,,,,,C,K,L,K,L,K,1,1,1,1,1,F,5,paenultima
2,2,2,3,3,ad,ju,di,zie,ren,en,ø,V,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,ALCKC,ø,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,1,101,2,101,101,1011,2,4,3,3,3,1,KC,CL,CL,AL,CKC,,C,C,A,C,C,,,,C,K,L,L,L,K,1,1,1,1,0,F,5,paenultima
2,2,2,4,3,ad,mi,ni,stra,tiv,iv,ø,A,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,LC,CLC,KCLC,CKCLC,ø,VC,CVV,CVC,CCVC,CVVC,1,0,2,3,1,1,0,1,1,1,0,1,1,2,1,1,2,1,1,2,1,101,1001,1101,111,201,2,3,2,2,2,-1,KC,CL,CKC,CCK,CLC,,C,C,CC,C,C,,C,,C,K,L,K,K,L,1,1,1,1,1,F,5,ultima
2,2,2,4,3,Ad,mi,ni,stra,tor,or,ø,N,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVC,CCVV,CVC,1,0,2,1,2,1,0,1,0,1,0,1,1,2,1,1,2,1,2,1,1,101,1001,1101,111,111,2,3,2,3,2,-1,KC,CL,CKC,CCL,CKC,,C,C,CC,C,C,,C,,C,K,L,K,L,K,1,1,1,1,1,T,5,paenultima
2,2,2,5,3,ad,mi,ni,strie,ren,en,ø,V,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVC,CCVV,CVC,1,0,2,1,2,1,0,1,0,1,0,1,1,2,1,1,2,1,2,1,1,101,1001,1101,111,1011,2,3,2,3,3,1,KC,CL,CKC,CCL,CKC,,C,C,CC,C,C,,C,,C,K,L,K,L,K,1,1,1,1,0,F,5,paenultima
2,2,2,2,3,Ad,mi,ra,li,t1t,1t,ø,N,N,SA,ø,K,KC,KCC,KCCL,KCCLC,C,LC,CLC,LCLC,CLCLC,ø,VC,CVV,CVC,CVV,CVVC,1,0,2,0,1,1,0,1,0,1,0,1,1,1,1,1,2,1,2,2,1,101,1001,11,11,201,2,3,3,4,2,-1,KC,CL,CK,CL,CLC,,C,C,C,C,C,,,,C,K,L,K,L,L,1,1,1,1,1,T,5,ultima
1,2,2,2,2,A,do,ra,ti,on,on,ø,N,R,SA,ø,K,KC,KCL,KCLC,KCLCK,C,LC,LLC,ALLC,KALLC,ø,VC,CVV,CVC,CVV,VVC,1,0,2,0,0,1,0,1,0,1,0,1,1,1,0,1,2,1,2,2,1,1,101,11,101,1001,4,2,3,3,3,1,K,CL,CK,AL,LC,,C,C,A,,,,,,C,K,L,K,L,L,1,1,1,1,1,T,5,ultima
2,3,2,2,4,Ad,ver,bi,al,satz,atz,ø,N,AN,SS,ø,K,KC,KCC,KCCK,KCCKC,A,KA,CKA,CCKA,LCCKA,ø,VC,CVC,CVV,VVC,CVC,1,2,0,0,2,1,1,0,1,1,0,1,1,0,1,1,1,2,2,1,2,101,111,101,11,201,2,2,3,4,2,1,KC,CKC,CL,LC,CKA,,C,C,,C,C,C,,C,A,K,K,L,L,K,1,1,1,1,1,T,5,paenultima
1,1,2,2,2,9,e,ro,bi,er,er,ø,N,A,SA,ø,K,KL,KLC,KLCL,KLCLC,C,KC,LKC,CLKC,LCLKC,ø,V,VV,CVV,CVV,VC,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,2,2,2,1,1,1,1,11,101,11,4,4,3,3,3,1,K,L,CL,CL,KC,,,C,C,,,,,,C,K,L,L,L,K,2,1,1,1,0,T,5,antepaenultima
1,1,2,2,3,9,e,ro,bi,ont,ont,ø,N,ø,ø,ø,K,KL,KLC,KLCL,KLCLC,C,CC,KCC,LKCC,CLKCC,ø,V,VV,CVV,CVV,VCC,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,1,2,2,2,1,0,1,1,11,101,1101,4,4,3,3,2,1,K,L,CL,CL,KCC,,,C,C,,,,,,CC,K,L,L,L,K,2,1,1,1,2,T,5,ultima
1,1,2,2,3,9,e,ro,lo,gie,ie,ø,N,ø,ø,ø,K,KL,KLC,KLCL,KLCLC,L,CL,LCL,CLCL,LCLCL,ø,V,VV,CVV,CVV,CVV,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,1,1,11,11,101,4,4,3,3,3,1,K,L,CL,CL,CL,,,C,C,C,,,,,,K,L,L,L,L,2,1,1,1,1,T,5,ultima
1,1,2,2,3,9,e,ro,me,ter,er,ø,N,N,AS,ø,K,KL,KLC,KLCL,KLCLC,C,KC,CKC,LCKC,CLCKC,ø,V,VV,CVV,CVV,CVC,0,0,0,0,2,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,1,1,1,11,1001,111,4,4,3,3,2,1,K,L,CL,CL,CKC,,,C,C,C,,,,,C,K,L,L,L,K,2,1,1,1,0,T,5,paenultima
1,1,2,3,3,9,e,ro,nau,tik,ik,ø,N,N,AS,ø,K,KL,KLC,KLCL,KLCLC,C,KC,CKC,DCKC,CDCKC,noacc,V,VV,CVV,CVV,CVC,0,0,0,0,2,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,1,1,1,11,1001,201,4,4,3,4,2,1,K,L,CL,CD,CKC,,,C,C,C,,,,,C,K,L,L,D,K,2,1,1,1,1,T,5,paenultima
1,1,2,3,3,9,e,ro,sta,tik,ik,ø,N,N,AS,ø,K,KL,KLC,KLCL,KLCLC,C,KC,CKC,LCKC,CLCKC,noacc,V,VV,CVV,CCVV,CVC,0,0,0,1,2,0,0,0,0,1,0,0,1,2,1,1,2,2,2,1,1,1,1,11,201,201,4,4,3,2,2,1,K,L,CL,CCL,CKC,,,C,CC,C,,,,,C,K,L,L,L,K,2,1,1,1,1,T,5,paenultima
1,1,2,3,5,1,e,ro,sta,tisch,isch,ø,A,R,SA,ø,K,KL,KLC,KLCL,KLCLC,C,KC,CKC,LCKC,CLCKC,ø,V,VV,CVV,CCVV,CVC,0,0,0,1,2,0,0,0,0,1,0,0,1,2,1,1,2,2,2,1,1,1,1,11,201,201,4,4,3,2,2,1,K,L,CL,CCL,CKC,,,C,CC,C,,,,,C,K,L,L,L,K,2,1,1,1,1,F,5,paenultima
2,3,2,2,2,Af,fek,ta,ti,on,on,ø,N,N,SA,ø,K,KC,KCK,KCKC,KCKCC,C,LC,LLC,ALLC,KALLC,ø,VC,CVC,CVC,CVV,VVC,1,2,2,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,2,2,1,1,201,101,101,1001,4,2,2,3,3,1,K,CKC,CK,AL,LC,,C,C,A,,,C,,,C,K,K,K,L,L,1,1,1,1,1,T,5,ultima
2,3,2,2,3,Af,fek,ti,vi,t1t,1t,ø,N,A,SA,ø,K,KC,KCK,KCKC,KCKCC,C,LC,CLC,LCLC,CLCLC,ø,VC,CVC,CVV,CVV,CVVC,1,2,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,2,2,2,1,1,201,101,101,201,4,2,3,3,2,1,K,CKC,CL,CL,CLC,,C,C,C,C,,C,,,C,K,K,L,L,L,1,1,1,1,1,T,5,ultima
2,3,3,1,3,Af,fen,the,a,ter,er,ø,N,NN,SAS,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,LLCKC,ø,VC,CVC,CVV,VV,CVC,1,2,0,0,2,1,1,0,0,1,0,1,1,0,1,1,1,2,2,1,2,1,1101,101,1,111,4,2,2,6,2,-1,K,CKC,CL,L,CKC,,C,C,,C,,C,,,C,K,K,L,L,K,1,0,1,1,0,T,5,prima
2,3,2,2,2,Af,fir,ma,ti,on,on,ø,N,R,SA,ø,K,KC,KCK,KCKC,KCKCC,C,LC,LLC,ALLC,KALLC,ø,VC,CVC,CVC,CVV,VVC,1,2,2,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,2,2,1,1,111,1001,101,1001,4,3,3,3,3,1,K,CKC,CK,AL,LC,,C,C,A,,,C,,,C,K,K,K,L,L,1,1,1,1,1,T,5,ultima
1,3,2,2,4,A,fri,ka,ni,stik,ik,ø,N,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,CCKC,KCCKC,ø,VC,CCVV,CVC,CVC,CVC,1,1,2,2,2,1,0,1,1,1,0,2,1,1,1,1,2,1,1,1,1,1,111,101,1101,201,4,3,2,2,2,1,K,CCL,CK,CKC,CKC,,CC,C,C,C,,,,C,C,K,L,K,K,K,1,1,1,1,1,T,5,paenultima
2,3,2,3,3,ag,glo,me,rie,ren,en,ø,V,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CCVV,CVV,CVV,CVC,1,1,0,0,2,1,0,0,0,1,0,2,1,1,1,1,2,2,2,1,1,1,111,1001,11,1011,4,2,3,4,3,1,K,CCL,CL,CL,CKC,,CC,C,C,C,,,,,C,K,L,L,L,K,1,1,1,1,0,F,5,paenultima
2,3,2,3,3,ag,glu,ti,nie,ren,en,ø,V,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CCVV,CVV,CVV,CVC,1,1,0,0,2,1,0,0,0,1,0,2,1,1,1,1,2,2,2,1,1,1,111,101,1001,1011,4,3,3,3,3,1,K,CCL,CL,CL,CKC,,CC,C,C,C,,,,,C,K,L,L,L,K,1,1,1,1,0,F,5,paenultima
2,3,2,2,2,Ag,gre,ga,ti,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,LC,LLC,ALLC,KALLC,ø,VC,CCVV,CVC,CVV,VVC,1,1,2,0,0,1,0,1,0,1,0,2,1,1,0,1,2,1,2,2,1,1,111,101,101,1001,4,2,2,3,3,1,K,CCL,CK,AL,LC,,CC,C,A,,,,,,C,K,L,K,L,L,1,1,1,1,1,T,5,ultima
2,3,3,2,5,Ag,gre,gat,zu,stand,and,ø,N,NN,SS,ø,K,KC,KCC,KCCL,KCCLC,C,CC,KCC,CKCC,CCKCC,ø,VC,CCVV,CVVC,CVV,CCVCC,1,1,1,0,4,1,0,1,0,2,0,2,1,1,2,1,2,2,2,1,2,1,111,201,101,1301,4,2,2,3,1,1,K,CCL,CLC,AL,CCKCC,,CC,C,A,CC,,,C,,CC,K,L,L,L,K,1,1,1,1,2,T,5,antepaenultima
2,4,2,2,3,Ag,gres,si,vi,t1t,1t,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,LCLC,CLCLC,ø,VC,CCVC,CVV,CVV,CVVC,1,3,0,0,1,1,1,0,0,1,0,2,1,1,1,1,1,2,2,2,1,1,111,101,101,201,4,2,3,3,2,1,K,CCK,CL,CL,CLC,,CC,C,C,C,,,,,C,K,K,L,L,L,1,1,1,1,1,T,5,ultima
1,2,1,2,2,A,gi,o,ta,ge,e,ø,N,N,S,ø,K,KC,KCL,KCLL,KCLLC,K,CK,LCK,CLCK,LCLCK,ø,VC,CVV,VV,CVV,CV,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,2,2,2,1,1,1,101,1,101,101,4,3,4,3,2,1,K,CL,L,CL,CK,,C,,C,C,,,,,,K,L,L,L,K,1,1,1,1,0,T,5,paenultima
1,2,1,3,3,a,gi,o,tie,ren,en,ø,V,N,SA,ø,K,KC,KCL,KCLL,KCLLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,VV,CVV,CVC,1,0,0,0,2,1,0,0,0,1,0,1,0,1,1,1,2,2,2,1,1,1,101,1,101,1011,4,3,4,3,3,1,K,CL,L,CL,CKC,,C,,C,C,,,,,C,K,L,L,L,K,1,1,1,1,0,F,5,paenultima
1,2,2,2,2,A,gi,ta,ti,on,on,ø,N,R,SA,ø,K,KC,KCL,KCLC,KCLCK,C,LC,LLC,ALLC,KALLC,ø,VC,CVV,CVC,CVV,VVC,1,0,2,0,0,1,0,1,0,1,0,1,1,1,0,1,2,1,2,2,1,1,101,101,101,1001,4,3,2,3,3,1,K,CL,CK,AL,LC,,C,C,A,,,,,,C,K,L,K,L,L,1,1,1,1,1,T,5,ultima
1,2,2,2,5,a,gi,ta,to,risch,isch,ø,A,N,SA,ø,K,KC,KCL,KCLC,KCLCL,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,1,1,101,101,101,111,4,3,3,2,3,1,K,CL,CL,CL,CKC,,C,C,C,C,,,,,C,K,L,L,L,K,1,1,1,1,1,F,5,paenultima
1,3,3,3,3,A,gno,sti,zis,mus,us,ø,N,N,SA,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CCVC,CVV,CVC,CVC,1,3,0,2,2,1,1,0,1,1,0,2,1,1,1,1,1,2,1,1,1,1,1201,101,201,1101,4,2,3,2,2,1,K,CCKC,CL,AKC,CKC,,CC,C,A,C,,C,,C,C,K,K,L,K,K,1,1,1,1,1,T,5,paenultima
1,2,2,3,3,A,go,ra,pho,bie,ie,ø,N,NN,SS,ø,K,KC,KCL,KCLC,KCLCL,L,CL,LCL,CLCL,LCLCL,ø,VC,CVV,CVV,CVV,CVV,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,1,101,11,101,101,4,2,4,2,3,1,K,CL,CL,CL,CL,,C,C,C,C,,,,,,K,L,L,L,L,1,1,1,1,1,T,5,ultima
1,4,2,2,3,A,grar,po,li,tik,ik,ø,N,ø,SS,ø,K,KC,KCC,KCCL,KCCLC,C,LC,CLC,LCLC,CLCLC,noacc,VC,CCVVC,CVV,CVV,CVVC,1,1,0,0,1,1,1,0,0,1,0,2,1,1,1,1,2,2,2,2,2,1,121,101,11,201,4,3,2,4,2,1,K,CCLC,CL,CL,CLC,,CC,C,C,C,,C,,,C,K,L,L,L,L,1,1,1,1,1,T,5,ultima
1,4,3,3,6,A,grar,wis,sen,schaft,aft,ø,N,ø,SS,ø,K,KC,KCC,KCCL,KCCLC,C,CC,KCC,CKCC,CCKCC,ø,VC,CCVVC,CVC,CVC,CVCC,1,1,2,2,3,1,1,1,1,2,0,2,1,1,1,1,2,1,1,1,2,1,121,101,1101,301,4,3,3,2,1,1,K,CCLC,CK,CKC,CKCC,,CC,C,C,C,,C,,C,CC,K,L,K,K,K,1,1,1,0,2,T,5,antepaenultima
1,3,2,2,3,9,gyp,to,lo,gie,ie,ø,N,R,SA,ø,K,KC,KCK,KCKC,KCKCC,L,CL,LCL,CLCL,LCLCL,ø,VC,CVC,CVV,CVV,CVV,1,2,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,2,2,2,1,1,201,101,11,101,4,2,2,3,3,1,K,CKC,CL,CL,CL,,C,C,C,C,,C,,,,K,K,L,L,L,1,1,1,1,1,T,5,ultima
1,3,2,2,5,1,gyp,to,lo,gisch,isch,ø,A,N,SA,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVV,CVV,CVC,1,2,0,0,2,1,1,0,0,1,0,1,1,1,1,1,1,2,2,1,1,1,201,101,11,201,4,2,2,3,2,1,K,CKC,CL,CL,CKC,,C,C,C,C,,C,,,C,K,K,L,L,K,1,1,1,1,1,F,5,paenultima
2,3,2,2,3,Ah,nen,ga,le,rie,ie,ø,N,NN,SAS,ø,L,LC,LCK,LCKC,LCKCC,L,CL,KCL,CKCL,KCKCL,ø,VV,CVC,CVC,CV,CVV,0,2,2,1,0,0,1,1,0,0,0,1,1,1,1,2,1,1,1,2,2,1,2001,101,11,11,6,2,2,3,4,-1,L,CKC,CK,CK,CL,,C,C,C,C,,C,,,,L,K,K,K,L,1,0,1,0,1,T,5,prima
2,5,2,3,4,Ah,nungs,lo,sig,keit,eit,ø,N,A,SAA,ø,L,LC,LCK,LCKC,LCKCC,C,DC,CDC,CCDC,KCCDC,ø,VV,CVCC,CVV,CVC,CVVC,0,3,0,2,1,0,2,0,1,1,0,1,1,1,1,2,1,2,1,2,1,1,2101,11,201,201,6,2,3,2,2,-1,L,CKCC,CL,CKC,CDC,,C,C,C,C,,CC,,C,C,L,K,L,K,D,1,2,1,1,1,T,5,prima
1,2,2,2,3,A,ka,de,mi,ker,er,ø,N,N,SA,ø,K,KC,KCK,KCKC,KCKCL,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVV,CVV,CVC,1,2,0,0,2,1,1,0,0,1,0,1,1,1,1,1,1,2,2,1,1,1,101,101,1001,111,4,2,2,3,2,1,K,CK,CL,CL,CKC,,C,C,C,C,,,,,C,K,K,L,L,K,1,1,1,1,0,T,5,antepaenultima
1,2,2,2,4,A,ka,ro,id,harz,arz,ø,N,ø,ø,ø,K,KC,KCK,KCKC,KCKCL,A,CA,LCA,CLCA,CCLCA,ø,VC,CVC,CVV,VVC,CVVCC,1,2,0,0,1,1,1,0,1,2,0,1,1,0,1,1,1,2,2,2,0,1,101,11,101,211,4,2,3,3,2,1,K,CK,CL,LC,CLCA,,C,C,,C,,,,C,CA,K,K,L,L,L,1,1,1,1,2,T,5,paenultima
1,2,2,3,5,a,ka,ta,lek,tisch,isch,ø,A,A,AS,ø,K,KC,KCK,KCKC,KCKCK,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVC,CVC,CVC,1,2,2,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,101,101,111,201,4,2,2,2,2,1,K,CK,CK,CKC,CKC,,C,C,C,C,,,,C,C,K,K,K,K,K,1,1,1,1,1,F,5,paenultima
2,3,2,2,2,Ak,kla,ma,ti,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCK,KCCKC,C,LC,LLC,ALLC,KALLC,ø,VC,CCVC,CVC,CVV,VVC,1,3,2,0,0,1,1,1,0,1,0,2,1,1,0,1,1,1,2,2,1,1,111,1001,101,1001,4,2,3,3,3,1,K,CCK,CK,AL,LC,,CC,C,A,,,,,,C,K,K,K,L,L,1,1,1,1,1,T,5,ultima
2,2,2,2,3,ak,ko,mo,da,bel,el,ø,A,R,SA,ø,K,KC,KCK,KCKC,KCKCL,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVV,CVV,CVC,1,2,0,0,2,1,1,0,0,1,0,1,1,1,1,1,1,2,2,1,1,1,101,1001,101,111,4,2,3,3,2,1,K,CK,CL,CL,CKC,,C,C,C,C,,,,,C,K,K,L,L,K,1,1,1,1,0,F,5,paenultima
2,2,2,3,3,ak,ko,mo,die,ren,en,ø,V,R,SA,ø,K,KC,KCK,KCKC,KCKCL,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVV,CVV,CVC,1,2,0,0,2,1,1,0,0,1,0,1,1,1,1,1,1,2,2,1,1,1,101,1001,101,1011,4,2,3,3,3,1,K,CK,CL,CL,CKC,,C,C,C,C,,,,,C,K,K,L,L,K,1,1,1,1,0,F,5,paenultima
2,3,2,3,4,Ak,kom,pa,gne,ment,ent,ø,N,R,SA,ø,K,KC,KCK,KCKC,KCKCC,N,CN,KCN,CKCN,CCKCN,ø,VC,CVC,CVC,CV,CVV,1,2,2,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1101,1101,2,1001,4,2,2,4,3,1,K,CKC,CKC,CK,CN,,C,C,C,C,,C,C,,,K,K,K,K,N,1,1,1,0,1,T,5,ultima
2,3,2,4,3,ak,kom,pa,gnie,ren,en,ø,V,R,SA,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVC,CVV,CVC,1,2,2,0,2,1,1,1,0,1,0,1,1,1,1,1,1,1,2,1,1,1,1101,1101,2,1011,4,2,2,4,3,1,K,CKC,CKC,CL,CKC,,C,C,C,C,,C,C,,C,K,K,K,L,K,1,1,1,1,0,F,5,paenultima
2,4,2,3,3,Ak,kord,ar,bei,ter,er,ø,N,NN,SS,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,DCKC,CDCKC,ø,VC,CVCC,VC,CVV,CVC,1,3,1,0,2,1,2,1,0,1,0,1,0,1,1,1,1,1,2,1,2,1,211,11,101,111,4,2,3,3,2,1,K,CKCC,KC,CD,CKC,,C,,C,C,,CC,C,,C,K,K,K,D,K,1,2,1,1,0,T,5,sekunda
2,3,2,3,3,ak,kre,di,tie,ren,en,ø,V,V,AS,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CCVV,CVV,CVV,CVC,1,1,0,0,2,1,0,0,0,1,0,2,1,1,1,1,2,2,2,1,1,1,111,101,101,1011,4,2,3,3,3,1,K,CCL,CL,CL,CKC,,CC,C,C,C,,,,,C,K,L,L,L,K,1,1,1,1,0,F,5,paenultima
2,3,2,3,3,ak,kul,tu,rie,ren,en,ø,V,R,SA,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVV,CVV,CVC,1,2,0,0,2,1,1,0,0,1,0,1,1,1,1,1,1,2,2,1,1,1,111,101,11,1011,4,3,3,4,3,1,K,CKC,CL,CL,CKC,,C,C,C,C,,C,,,C,K,K,L,L,K,1,1,1,1,0,F,5,paenultima
2,2,2,2,3,Ak,ku,mu,la,tor,or,ø,N,R,SA,ø,K,KC,KCL,KCLC,KCLCL,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,1,1,101,1001,11,111,4,3,3,4,2,1,K,CL,CL,CL,CKC,,C,C,C,C,,,,,C,K,L,L,L,K,1,1,1,1,1,T,5,paenultima
2,2,2,3,3,ak,ku,mu,lie,ren,en,ø,V,R,SA,ø,K,KC,KCL,KCLC,KCLCL,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,1,1,101,1001,11,1011,4,3,3,4,3,1,K,CL,CL,CL,CKC,,C,C,C,C,,,,,C,K,L,L,L,K,1,1,1,1,0,F,5,paenultima
2,2,2,3,2,Ak,ku,ra,tes,se,e,ø,N,A,SA,ø,K,KC,KCL,KCLC,KCLCK,K,CK,KCK,CKCK,KCKCK,ø,VC,CVV,CVC,CVC,CV,1,0,2,2,1,1,0,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,101,11,101,101,4,3,3,2,2,1,K,CL,CK,CK,CK,,C,C,C,C,,,,,,K,L,K,K,K,1,1,1,1,0,T,5,paenultima
1,3,2,3,4,A,kon,to,zah,lung,ung,ø,N,NN,SS,ø,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,LCKC,ALCKC,ø,VC,CVC,CVV,CVV,CVC,1,2,0,0,2,1,1,0,0,1,0,1,1,1,1,1,1,2,2,1,2,1,1101,101,101,1011,4,2,2,3,3,1,K,CKC,CL,AL,CKC,,C,C,A,C,,C,,,C,K,K,L,L,K,1,1,1,1,1,T,5,sekunda
2,3,2,2,2,Ak,qui,si,ti,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,LC,LLC,ALLC,LALLC,ø,VC,CCVV,CVV,CVV,VVC,1,1,0,0,0,1,0,0,0,1,0,2,1,1,0,1,2,2,2,2,1,1,201,101,101,1001,4,2,3,3,3,1,K,CCL,CL,AL,LC,,CC,C,A,,,,,,C,K,L,L,L,L,1,1,1,1,1,T,5,ultima
2,3,2,2,5,ak,qui,si,to,risch,isch,ø,A,N,SA,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CCVV,CVV,CVV,CVC,1,1,0,0,2,1,0,0,0,1,0,2,1,1,1,1,2,2,2,1,1,1,201,101,101,111,4,2,3,2,3,1,K,CCL,CL,CL,CKC,,CC,C,C,C,,,,,C,K,L,L,L,K,1,1,1,1,1,F,5,paenultima
1,3,2,2,3,A,kro,me,ga,lie,ie,ø,N,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,L,CL,KCL,CKCL,LCKCL,ø,VC,CCVV,CVV,CVC,CVV,1,1,0,2,0,1,0,0,1,0,0,2,1,1,1,1,2,2,1,2,0,1,111,1001,101,11,4,2,3,2,4,1,K,CCL,CL,CK,CL,,CC,C,C,C,,,,,,K,L,L,K,L,1,1,1,1,1,T,5,ultima
1,3,2,2,1,A,kro,te,ri,e,e,ø,N,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,K,LK,CLK,LCLK,CLCLK,ø,VC,CCVV,CVV,CVV,V,1,1,0,0,0,1,0,0,0,0,0,2,1,1,0,1,2,2,2,1,0,1,111,101,11,1,4,2,2,4,4,-1,K,CCL,CL,CL,K,,CC,C,C,,,,,,,K,L,L,L,K,1,1,1,1,0,T,5,antepaenultima
1,3,2,2,2,A,kro,te,ri,on,on,ø,N,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,C,KC,LKC,CLKC,LCLKC,ø,VC,CCVV,CVV,CVV,VC,1,1,0,0,1,1,0,0,0,1,0,2,1,1,0,1,2,2,2,1,0,1,111,101,11,1001,4,2,2,4,3,1,K,CCL,CL,CL,KC,,CC,C,C,,,,,,C,K,L,L,L,K,1,1,1,1,1,T,5,antepaenultima
1,3,2,3,2,A,kro,ze,pha,le,e,ø,N,A,SA,ø,K,KC,KCC,KCCL,KCCLA,K,CK,LCK,CLCK,LCLCK,ø,VC,CCVV,CVV,CVV,CV,1,1,0,0,1,1,0,0,0,0,0,2,1,1,1,1,2,2,2,1,1,1,111,101,101,11,4,2,2,3,3,1,K,CCL,AL,CL,CK,,CC,A,C,C,,,,,,K,L,L,L,K,1,1,1,1,0,T,5,paenultima
1,3,2,3,3,A,kro,ze,pha,lie,ie,ø,N,A,SA,ø,K,KC,KCC,KCCL,KCCLA,L,CL,KCL,CKCL,LCKCL,ø,VC,CCVV,CVV,CVC,CVV,1,1,0,2,0,1,0,0,1,0,0,2,1,1,1,1,2,2,1,2,1,1,111,101,101,11,4,2,2,2,4,1,K,CCL,AL,CK,CL,,CC,A,C,C,,,,,,K,L,L,K,L,1,1,1,1,1,T,5,ultima
