syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl0,syl1,syl2,syl3,syl4,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,nomen,sylcnt,stress_class
2,2,2,2,5,sa,ma,ri,ta,nisch,isch,ø,A,N,SA,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVV,CVV,CVC,2,2,0,0,2,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1,1,101,1001,11,101,1101,2,3,4,3,2,1,CK,CK,CL,CL,CKC,C,C,C,C,C,,,,,C,K,K,L,L,K,1,1,1,1,1,F,5,paenultima
2,3,4,3,4,Sa,men,fl2s,sig,keit,eit,ø,N,NN,SS,ø,C,CL,CLC,CLCK,CLCKC,C,DC,CDC,CCDC,KCCDC,ø,CVV,CVC,CCVC,CVC,CVVC,0,2,3,2,1,0,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,101,2001,111,201,201,3,2,3,2,2,-1,CL,CKC,CCK,CKC,CDC,C,C,CC,C,C,,C,,C,C,L,K,K,K,D,1,0,1,1,1,T,5,prima
3,3,2,4,4,Sam,mel,be,stel,lung,ung,ø,N,VN,SS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,CV,CCVC,CVC,2,2,1,3,2,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,101,1011,101,201,1011,2,3,2,2,3,1,CK,CKC,CK,CCK,CKC,C,C,C,CC,C,,C,,,C,K,K,K,K,K,1,0,0,1,1,T,5,prima
3,3,2,2,2,Sam,mel,su,ri,um,um,ø,N,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,C,KC,LKC,CLKC,LCLKC,ø,CVC,CVC,CVV,CVV,VC,2,2,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,2,2,1,0,101,1011,101,11,1001,2,3,3,4,3,1,CK,CKC,CL,CL,KC,C,C,C,C,,,C,,,C,K,K,L,L,K,1,0,1,1,1,T,5,antepaenultima
2,2,2,2,2,Sa,na,to,ri,um,um,ø,N,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,C,KC,LKC,CLKC,LCLKC,ø,CVC,CVC,CVV,CVV,VC,2,2,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,2,2,1,0,101,1001,101,11,1001,2,3,2,4,3,1,CK,CK,CL,CL,KC,C,C,C,C,,,,,,C,K,K,L,L,K,1,1,1,1,1,T,5,antepaenultima
3,2,1,2,3,San,gu,i,ni,ker,er,ø,N,R,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,VV,CVV,CVC,2,0,0,0,2,1,0,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1101,101,1,1001,111,2,3,5,3,2,-1,CKC,CL,L,CL,CKC,C,C,,C,C,C,,,,C,K,L,L,L,K,1,1,1,1,0,T,5,antepaenultima
2,2,4,2,2,Sa,ni,t1ts,au,to,o,ø,N,NN,SAS,ø,C,CK,CKC,CKCL,CKCLC,L,CL,DCL,ADCL,LADCL,ø,CVC,CVV,CVVC,VV,CVV,2,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,2,2,2,2,2,101,1001,201,1,101,2,3,2,6,2,-1,CK,CL,CLA,D,CL,C,C,C,,C,,,A,,,K,L,L,D,L,1,1,1,1,1,T,5,antepaenultima
2,2,4,3,3,Sa,ni,t1ts,sol,dat,at,ø,N,NN,SAS,ø,C,CK,CKC,CKCL,CKCLC,C,LC,CLC,CCLC,KCCLC,ø,CVC,CVV,CVVC,CVC,CVVC,2,0,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,101,1001,201,111,201,2,3,2,2,2,-1,CK,CL,CLA,CKC,CLC,C,C,C,C,C,,,A,C,C,K,L,L,K,L,1,1,1,1,1,T,5,antepaenultima
2,2,4,2,3,Sa,ni,t1ts,wa,gen,en,ø,N,NN,SAS,ø,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVVC,CVV,CVC,2,0,1,0,2,1,0,1,0,1,1,1,1,1,1,1,2,2,2,1,2,101,1001,201,101,1101,2,3,2,3,2,1,CK,CL,CLA,CL,CKC,C,C,C,C,C,,,A,,C,K,L,L,L,K,1,1,1,1,0,T,5,antepaenultima
4,2,1,3,3,sank,ti,o,nie,ren,en,ø,V,N,SA,ø,C,CK,CKC,CKCC,CKCCA,C,KC,CKC,LCKC,CLCKC,ø,CVCC,CVV,VV,CVV,CVC,3,0,0,0,2,2,0,0,0,1,1,1,0,1,1,1,2,2,2,1,1,1201,101,1,1001,1011,2,3,4,3,3,1,CKCC,AL,L,CL,CKC,C,A,,C,C,CC,,,,C,K,L,L,L,K,2,1,1,1,0,F,5,paenultima
3,2,2,2,2,Sar,ko,ma,to,se,e,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,K,CK,LCK,CLCK,KCLCK,ø,CVC,CVV,CVC,CVV,CV,2,0,2,0,1,1,0,1,0,0,1,1,1,1,1,1,2,1,2,1,0,111,101,1001,101,101,2,2,3,2,2,-1,CKC,CL,CK,CL,CK,C,C,C,C,C,C,,,,,K,L,K,L,K,1,1,1,1,0,T,5,paenultima
2,3,2,3,4,Sa,tel,li,ten,bahn,ahn,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,C,LC,CLC,CCLC,KCCLC,ø,CVC,CVC,CVV,CVC,CVVC,2,2,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,2,101,101,11,1101,1101,2,2,4,2,3,1,CK,CK,CL,CKC,CLC,C,C,C,C,C,,,,C,C,K,K,L,K,L,1,1,1,0,1,T,5,antepaenultima
2,3,2,3,5,Sa,tel,li,ten,staat,aat,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,C,LC,CLC,CCLC,CCCLC,ø,CVC,CVC,CVV,CVC,CCVVC,2,2,0,2,1,1,1,0,1,1,1,1,1,1,2,1,1,2,1,2,2,101,101,11,1101,301,2,2,4,2,2,1,CK,CK,CL,CKC,CCLC,C,C,C,C,CC,,,,C,C,K,K,L,K,L,1,1,1,0,1,T,5,antepaenultima
2,2,2,2,2,Sa,tu,ra,ti,on,on,ø,N,R,SA,ø,C,CK,CKC,CKCL,CKCLC,C,LC,LLC,ALLC,KALLC,ø,CVC,CVV,CVC,CVV,VVC,2,0,2,0,0,1,0,1,0,1,1,1,1,1,0,1,2,1,2,2,1,101,101,11,101,1001,2,3,3,3,3,1,CK,CL,CK,AL,LC,C,C,C,A,,,,,,C,K,L,K,L,L,1,1,1,1,1,T,5,ultima
4,2,3,3,4,Satz,zu,sam,men,hang,ang,ø,N,NN,SS,ø,C,CK,CKA,CKAA,CKAAL,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVV,CVC,CVC,CVC,2,0,2,2,2,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,201,101,101,2001,1101,2,3,2,2,2,1,CKA,AL,CK,CKC,CKC,C,A,C,C,C,A,,,C,C,K,L,K,K,K,1,1,1,0,1,T,5,prima
3,2,5,3,4,Sa2,er,stoff,fla,sche,e,ø,N,NN,SS,ø,C,CD,CDK,CDKC,CDKCC,K,CK,KCK,CKCK,CCKCK,ø,CVV,VC,CCVC,CCVC,CV,0,1,3,3,1,0,1,1,1,0,1,0,2,2,1,2,1,1,1,1,2,101,11,301,111,101,3,3,1,2,2,1,CD,KC,CCKC,CCK,CK,C,,CC,CC,C,,C,C,,,D,K,K,K,K,1,0,1,1,0,T,5,prima
3,2,5,2,3,Sa2,er,stoff,ge,1at,1at,ø,N,NN,SS,ø,C,CD,CDK,CDKC,CDKCC,C,LC,CLC,KCLC,CKCLC,ø,CVV,VC,CCVC,CV,CVVC,0,1,3,1,1,0,1,1,0,1,1,0,2,1,1,2,1,1,1,2,2,101,11,301,101,111,3,3,1,2,2,1,CD,KC,CCKC,CK,CLC,C,,CC,C,C,,C,C,,C,D,K,K,K,L,1,0,1,0,1,T,5,prima
3,2,5,3,3,sa2,er,stoff,hal,tig,ig,ø,A,N,SA,ø,C,CD,CDK,CDKC,CDKCC,C,KC,CKC,CCKC,KCCKC,ø,CVV,VC,CCVC,CVC,CVC,0,1,3,2,2,0,1,1,1,1,1,0,2,1,1,2,1,1,1,1,1,101,11,301,111,201,3,3,1,2,2,1,CD,KC,CCKC,CKC,CKC,C,,CC,C,C,,C,C,C,C,D,K,K,K,K,1,0,1,1,1,F,5,prima
3,2,5,3,3,Sa2,er,stoff,man,gel,el,ø,N,NN,SS,ø,C,CD,CDK,CDKC,CDKCC,C,KC,CKC,KCKC,CKCKC,ø,CVV,VC,CCVC,CVC,CVC,0,1,3,2,2,0,1,1,1,1,1,0,2,1,1,2,1,1,1,1,2,101,11,301,1001,1011,3,3,1,3,3,1,CD,KC,CCKC,CK,CKC,C,,CC,C,C,,C,C,,C,D,K,K,K,K,1,0,1,1,0,T,5,prima
3,2,5,2,4,Sa2,er,stoff,zu,fuhr,uhr,ø,N,NN,SS,ø,C,CD,CDK,CDKC,CDKCC,C,LC,CLC,LCLC,ALCLC,ø,CVV,VC,CCVC,CVV,CVVC,0,1,3,0,1,0,1,1,0,1,1,0,2,1,1,2,1,1,2,2,2,101,11,301,101,111,3,3,1,3,3,1,CD,KC,CCKC,AL,CLC,C,,CC,A,C,,C,C,,C,D,K,K,L,L,1,0,1,1,1,T,5,prima
4,5,5,4,4,S1ug,lings,sterb,lich,keit,eit,ø,N,NN,SAS,ø,C,CD,CDC,CDCC,CDCCK,C,DC,CDC,CCDC,KCCDC,ø,CVVC,CVCC,CCVCC,CVC,CVVC,1,3,4,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,201,1111,311,111,201,2,2,2,3,2,-1,CDC,CKCC,CCKCC,CKC,CDC,C,C,CC,C,C,C,CC,CC,C,C,D,K,K,K,D,1,2,2,1,1,T,5,prima
3,2,2,4,3,s1u,re,be,st1n,dig,ig,ø,A,NA,SS,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,CCKC,KCCKC,noacc,CVV,CV,CV,CCVC,CVC,0,1,1,3,2,0,0,0,1,1,1,1,1,2,1,2,1,1,1,1,2,101,11,101,1201,201,3,3,2,2,2,1,CD,CK,CK,CCKC,CKC,C,C,C,CC,C,,,,C,C,D,K,K,K,K,1,0,0,1,1,F,5,prima
3,2,3,3,4,S1u,re,ver,gif,tung,ung,ø,N,NN,SS,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CV,CVC,CVC,CVC,0,1,2,2,2,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,2,101,11,111,201,1101,3,3,2,2,2,1,CD,CK,CKC,CKC,CKC,C,C,C,C,C,,,C,C,C,D,K,K,K,K,1,0,1,1,1,T,5,prima
4,3,3,2,3,scha,blo,nen,m1,$ig,ig,ø,A,NA,SAS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,noacc,CVC,CCVV,CVC,CVV,CVC,2,1,2,0,2,1,0,1,0,1,1,2,1,1,1,1,2,1,2,1,2,101,111,2001,1001,201,2,2,2,3,2,1,CK,CCL,CKC,CL,CKC,C,CC,C,C,C,,,C,,C,K,L,K,L,K,1,1,0,1,1,F,5,sekunda
4,3,2,3,3,scha,blo,ni,sie,ren,en,ø,V,N,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CCVV,CVV,CVV,CVC,2,1,0,0,2,1,0,0,0,1,1,2,1,1,1,1,2,2,2,1,1,101,111,1001,101,1011,2,2,3,3,3,1,CK,CCL,CL,CL,CKC,C,CC,C,C,C,,,,,C,K,L,L,L,K,1,1,1,1,0,F,5,paenultima
4,3,3,2,4,Scha,den,ver,h2,tung,ung,ø,N,NV,ø,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CVC,CVV,CVC,0,2,2,0,2,0,1,1,0,1,1,1,1,1,1,2,1,1,2,1,2,101,1101,111,101,1101,3,2,2,3,2,1,CL,CKC,CKC,CL,CKC,C,C,C,C,C,,C,C,,C,L,K,K,L,K,1,0,1,1,1,T,5,prima
5,5,2,4,4,Sch1d,lings,be,k1mp,fung,ung,ø,N,NV,ø,ø,C,CL,CLC,CLCC,CLCCK,C,KC,AKC,CAKC,KCAKC,ø,CVVC,CVCC,CV,CVC,CVC,1,3,1,2,2,1,2,0,1,1,1,1,1,1,1,2,1,1,1,1,2,201,1111,101,1101,1101,2,2,2,2,2,1,CLC,CKCC,CK,CKC,AKC,C,C,C,C,A,C,CC,,C,C,L,K,K,K,K,1,2,0,1,1,T,5,prima
6,2,6,3,4,Schall,ge,schwin,dig,keit,eit,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,C,DC,CDC,CCDC,KCCDC,ø,CVC,CV,CCVC,CVC,CVVC,2,1,3,2,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,2,111,101,1201,201,201,2,2,2,2,2,1,CKC,CK,CCKC,CKC,CDC,C,C,CC,C,C,C,,C,C,C,K,K,K,K,D,1,0,1,1,1,T,5,prima
6,4,3,2,4,Schall,plat,ten,ar,chiv,iv,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,C,LC,CLC,CCLC,KCCLC,ø,CVC,CCVC,CVC,VC,CVVC,2,3,2,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,111,111,1101,11,201,2,2,2,3,2,1,CKC,CCK,CKC,KC,CLC,C,CC,C,,C,C,,C,C,C,K,K,K,K,L,1,1,0,1,1,T,5,prima
5,3,2,2,2,Schal,ter,be,am,te,e,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,K,CK,CCK,KCCK,KKCCK,ø,CVC,CVC,CV,VC,CV,2,2,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,2,111,111,101,1001,101,2,2,2,3,2,1,CKC,CKC,CK,KC,CK,C,C,C,,C,C,C,,C,,K,K,K,K,K,1,0,0,1,0,T,5,prima
5,2,2,2,3,Schar,la,ta,ne,rie,ie,ø,N,N,SA,ø,C,CK,CKC,CKCC,CKCCK,L,CL,KCL,CKCL,LCKCL,ø,CVC,CVC,CVV,CV,CVV,2,2,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,2,1,2,1,111,11,101,1001,11,2,3,3,3,4,1,CKC,CK,CL,CK,CL,C,C,C,C,C,C,,,,,K,K,L,K,L,1,1,1,0,1,T,5,ultima
5,3,2,2,4,Schat,ten,ka,bi,nett,ett,ø,N,NN,SS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVC,CVV,CVC,2,2,2,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,101,1101,101,101,1101,2,2,2,3,2,1,CK,CKC,CK,CL,CKC,C,C,C,C,C,,C,,,C,K,K,K,L,K,1,0,1,1,1,T,5,prima
5,3,2,2,4,schau,der,er,re,gend,end,ø,A,ø,SS,ø,C,CD,CDC,CDCK,CDCKC,C,CC,KCC,CKCC,LCKCC,ø,CVV,CVC,VC,CVV,CVCC,0,2,1,0,3,0,1,1,0,2,1,1,0,1,1,2,1,1,2,1,2,101,111,11,11,1201,3,2,3,3,2,1,CD,CKC,KC,CL,CKCC,C,C,,C,C,,C,C,,CC,D,K,K,L,K,1,0,1,1,0,F,5,prima
5,3,2,6,2,Schau,der,ge,schich,te,e,ø,N,VN,ø,ø,C,CD,CDC,CDCK,CDCKC,K,CK,CCK,KCCK,CKCCK,ø,CVV,CVC,CV,CVC,CV,0,2,1,2,1,0,1,0,1,0,1,1,1,1,1,2,1,1,1,1,2,101,111,101,201,101,3,2,2,2,2,1,CD,CKC,CK,CKC,CK,C,C,C,C,C,,C,,C,,D,K,K,K,K,1,0,0,1,0,T,5,prima
5,3,4,3,3,Schau,fen,ster,bum,mel,el,ø,N,NN,SS,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,CCVC,CVC,CVC,0,2,3,2,2,0,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,101,1101,211,101,1011,3,2,2,3,3,1,CD,CKC,CCKC,CK,CKC,C,C,CC,C,C,,C,C,,C,D,K,K,K,K,1,1,0,1,0,T,5,prima
5,3,4,3,2,Schau,fen,ster,pup,pe,e,ø,N,NN,SS,ø,C,CD,CDC,CDCK,CDCKC,K,CK,KCK,CKCK,CCKCK,ø,CVV,CVC,CCVC,CVC,CV,0,2,3,2,1,0,1,1,1,0,1,1,2,1,1,2,1,1,1,1,2,101,1101,211,101,101,3,2,2,3,2,-1,CD,CKC,CCKC,CK,CK,C,C,CC,C,C,,C,C,,,D,K,K,K,K,1,1,0,1,0,T,5,prima
5,3,3,3,4,Schei,den,ent,z2n,dung,ung,ø,N,NV,ø,ø,C,CD,CDC,CDCK,CDCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,VCC,CVC,CVC,0,2,2,2,2,0,1,2,1,1,1,1,0,1,1,2,1,1,1,1,2,101,1101,1101,1101,1101,3,2,2,2,2,1,CD,CKC,KCC,AKC,CKC,C,C,,A,C,,C,CC,C,C,D,K,K,K,K,1,0,2,1,1,T,5,prima
6,2,3,3,3,Schein,ar,chi,tek,tur,ur,ø,N,NN,SS,ø,C,CD,CDC,CDCK,CDCKC,C,LC,CLC,CCLC,KCCLC,ø,CVVC,VC,CVV,CVC,CVVC,1,1,0,2,1,1,1,0,1,1,1,0,1,1,1,2,1,2,1,2,2,1101,11,101,201,111,3,3,3,2,3,-1,CDC,KC,CL,CKC,CLC,C,,C,C,C,C,C,,C,C,D,K,L,K,L,1,1,1,1,1,T,5,prima
4,2,2,3,3,sche,ma,ti,sie,ren,en,ø,V,N,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CVV,CVV,CVC,0,2,0,0,2,0,1,0,0,1,1,1,1,1,1,2,1,2,2,1,1,101,1001,101,101,1011,2,3,3,3,3,1,CL,CK,CL,CL,CKC,C,C,C,C,C,,,,,C,L,K,L,L,K,1,1,1,1,0,F,5,paenultima
6,4,2,2,3,schick,sals,er,ge,ben,en,ø,A,ø,SAS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVVCC,VC,CVV,CVC,2,1,1,0,2,1,2,1,0,1,1,1,0,1,1,1,2,1,2,1,2,201,211,11,101,1101,2,2,3,2,2,1,CKC,CLCC,KC,CL,CKC,C,C,,C,C,C,CC,C,,C,K,L,K,L,K,1,2,1,1,0,F,5,prima
6,4,2,4,2,Schick,sals,ge,f1hr,te,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCL,K,CK,CCK,LCCK,CLCCK,ø,CVC,CVVCC,CV,CVVC,CV,2,1,1,1,1,1,2,0,1,0,1,1,1,1,1,1,2,1,2,1,2,201,211,101,111,101,2,2,2,2,2,-1,CKC,CLCC,CK,CLC,CK,C,C,C,C,C,C,CC,,C,,K,L,K,L,K,1,2,0,1,0,T,5,prima
6,4,2,4,6,Schick,sals,ge,mein,schaft,aft,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCL,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVVCC,CV,CVVC,CVCC,2,1,1,1,3,1,2,0,1,2,1,1,1,1,1,1,2,1,2,1,2,201,211,101,2001,301,2,2,2,3,1,1,CKC,CLCC,CK,CDC,CKCC,C,C,C,C,C,C,CC,,C,CC,K,L,K,D,K,1,2,0,1,2,T,5,prima
6,4,3,3,3,schick,sals,ver,bun,den,en,ø,A,ø,SAS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVVCC,CVC,CVC,CVC,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,201,211,111,1101,1101,2,2,2,2,2,1,CKC,CLCC,CKC,CKC,CKC,C,C,C,C,C,C,CC,C,C,C,K,L,K,K,K,1,2,1,1,0,F,5,prima
5,3,2,3,2,Schie,fer,ge,bir,ge,e,ø,N,NN,SS,ø,C,CL,CLC,CLCK,CLCKC,K,CK,CCK,KCCK,CKCCK,ø,CVV,CVC,CV,CVC,CV,0,2,1,2,1,0,1,0,1,0,1,1,1,1,1,2,1,1,1,1,2,101,111,101,111,101,3,2,2,3,2,0,CL,CKC,CK,CKC,CK,C,C,C,C,C,,C,,C,,L,K,K,K,K,1,0,0,1,0,T,5,prima
6,6,2,4,6,Schiff,fahrts,ge,sell,schaft,aft,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCL,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVVCC,CV,CVC,CVCC,2,1,1,2,3,1,2,0,1,2,1,1,1,1,1,1,2,1,1,1,2,201,211,101,111,301,2,2,2,2,1,1,CKC,CLCA,CK,CKC,CKCC,C,C,C,C,C,C,CA,,C,CC,K,L,K,K,K,1,2,0,1,2,T,5,prima
6,6,2,2,1,Schiff,fahrts,li,ni,e,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCL,K,LK,CLK,LCLK,CLCLK,ø,CVC,CVVCC,CVV,CVV,V,2,1,0,0,0,1,2,0,0,0,1,1,1,1,0,1,2,2,2,1,2,201,211,11,1001,1,2,2,4,3,4,1,CKC,CLCA,CL,CL,K,C,C,C,C,,C,CA,,,,K,L,L,L,K,1,2,1,1,0,T,5,prima
7,3,2,2,3,Schiffs,zer,ti,fi,kat,at,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCA,C,LC,CLC,LCLC,CLCLC,ø,CVCC,CVC,CVV,CVV,CVVC,3,2,0,0,1,2,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,301,111,101,101,201,2,2,3,3,2,-1,CKCC,AKC,CL,CL,CLC,C,A,C,C,C,CC,C,,,C,K,K,L,L,L,2,1,1,1,1,T,5,prima
6,3,3,3,3,Schild,dr2,sen,hor,mon,on,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,C,LC,CLC,CCLC,KCCLC,ø,CVCC,CCVV,CVC,CVC,CVVC,3,1,2,2,1,2,0,1,1,1,1,2,1,1,1,1,2,1,1,2,2,211,111,1101,111,2001,2,3,2,2,2,1,CKCC,CCL,CKC,CKC,CLC,C,CC,C,C,C,CC,,C,C,C,K,L,K,K,L,2,1,0,1,1,T,5,prima
6,3,3,3,2,Schild,kr3,ten,sup,pe,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,K,CK,KCK,CKCK,CCKCK,ø,CVCC,CCVV,CVC,CVC,CV,3,1,2,2,1,2,0,1,1,0,1,2,1,1,1,1,2,1,1,1,2,211,111,1101,101,101,2,2,2,3,2,-1,CKCC,CCL,CKC,CK,CK,C,CC,C,C,C,CC,,C,,,K,L,K,K,K,2,1,0,1,0,T,5,prima
6,3,2,5,3,Schlan,gen,be,schw3,rer,er,ø,N,NV,ø,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,LCKC,CLCKC,ø,CCVC,CVC,CV,CCVV,CVC,3,2,1,1,2,1,1,0,0,1,2,1,1,2,1,1,1,1,2,1,2,111,2001,101,201,21,2,2,2,2,3,-1,CCK,CKC,CK,CCL,CKC,CC,C,C,CC,C,,C,,,C,K,K,K,L,K,1,0,0,1,0,T,5,prima
6,3,2,4,2,Schleu,der,ma,schi,ne,e,ø,N,VN,SS,ø,C,CC,CCD,CCDC,CCDCK,K,CK,LCK,CLCK,KCLCK,ø,CCVV,CVC,CVC,CVV,CV,1,2,2,0,1,0,1,1,0,0,2,1,1,1,1,2,1,1,2,1,2,111,111,1001,101,1001,3,2,3,3,3,1,CCD,CKC,CK,CL,CK,CC,C,C,C,C,,C,,,,D,K,K,L,K,1,0,1,1,0,T,5,prima
7,5,3,2,3,Schlitt,schuh,l1u,fe,rin,in,ø,N,N,SA,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,KCKC,CKCKC,ø,CCVC,CVV,CVV,CV,CVC,3,0,0,1,2,1,0,0,0,1,2,1,1,1,1,1,2,2,1,1,1,211,101,11,101,1011,2,3,4,2,3,1,CCKC,CL,CD,CK,CKC,CC,C,C,C,C,C,,,,C,K,L,D,K,K,1,1,1,0,1,T,5,prima
6,3,2,2,5,Schl2s,sel,in,du,strie,ie,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCK,L,CL,CCL,CCCL,KCCCL,ø,CCVC,CVC,VC,CVC,CCVV,3,2,1,2,1,1,1,1,1,0,2,1,0,1,2,1,1,1,1,2,2,111,111,1001,201,111,3,2,3,2,3,1,CCK,CKC,KC,CKC,CCL,CC,C,,C,CC,,C,C,C,,K,K,K,K,L,1,0,1,1,1,T,5,prima
6,4,2,2,2,Schmal,film,ka,me,ra,a,ø,N,NN,SS,ø,C,CC,CCL,CCLC,CCLCC,L,CL,KCL,CKCL,KCKCL,ø,CCVVC,CVCC,CVC,CV,CVV,1,3,2,1,0,1,2,1,0,0,2,1,1,1,1,2,1,1,1,2,2,1111,1111,101,1001,11,3,2,2,3,4,-1,CCLC,CKCC,CK,CK,CL,CC,C,C,C,C,C,CC,,,,L,K,K,K,L,1,2,1,0,1,T,5,prima
7,2,2,3,2,Schmalz,ge,ba,cke,ne,e,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCA,K,CK,KCK,CKCK,KCKCK,ø,CCVCC,CV,CVC,CV,CV,4,1,2,1,1,2,0,1,0,0,2,1,1,1,1,1,1,1,1,1,2,1211,101,101,101,1001,2,2,2,2,3,-1,CCKCA,CK,CK,CK,CK,CC,C,C,C,C,CA,,,,,K,K,K,K,K,2,0,1,0,0,T,5,prima
7,3,4,4,4,Schmerz,emp,find,lich,keit,eit,ø,N,A,SA,ø,C,CC,CCK,CCKC,CCKCA,C,DC,CDC,CCDC,KCCDC,ø,CCVCC,VC,CVCC,CVC,CVVC,4,1,3,2,1,2,1,2,1,1,2,0,1,1,1,1,1,1,1,2,1,1211,1001,1201,111,201,2,3,2,3,2,-1,CCKCA,KC,AKCC,CKC,CDC,CC,,A,C,C,CA,C,CC,C,C,K,K,K,K,D,2,1,2,1,1,T,5,prima
