syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_open0,syl_open1,syl_open2,syl_phoncat0,syl_phoncat1,syl_phoncat2,onset_phoncat0,onset_phoncat1,onset_phoncat2,koda_phoncat0,koda_phoncat1,koda_phoncat2,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,syl_len0,syl_len1,syl_len2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,syl_cv0,syl_cv1,syl_cv2,cv_ratio0,cv_ratio1,cv_ratio2,pos,comp_struct,nomen,comp_len,Word,stress_class
bild,ø,d,ld,ild,bild,nbild,C,CC,KCC,CKCC,CCKCC,Ah,ø,A,Ah,Ahn,Ahne,Ahnen,L,LC,LCK,LCKC,LCKCC,10,12,14,10,4,3,2,light,schwa,heavy,o,c,c,L,CKC,CKCC,,C,C,,C,CC,L,K,K,2,3,4,0,1,2,0,1,1,2,1,1,VV,CVC,CVCC,0,2,3,N,NN,T,2,Ahnenbild,antepaenultima
kult,ø,t,lt,ult,kult,nkult,C,CC,KCC,CKCC,CCKCC,Ah,ø,A,Ah,Ahn,Ahne,Ahnen,L,LC,LCK,LCKC,LCKCC,10,12,14,10,4,3,2,light,schwa,heavy,o,c,c,L,CKC,CKCC,,C,C,,C,CC,L,K,K,2,3,4,0,1,2,0,1,1,2,1,1,VV,CVC,CVCC,0,2,3,N,NN,T,2,Ahnenkult,antepaenultima
voll,ø,l,ll,oll,voll,svoll,C,KC,CKC,CCKC,CCCKC,ah,ø,a,ah,ahn,ahnu,ahnun,L,LC,LCK,LCKC,LCKCC,10,15,11,10,3,3,0,light,heavy,light,o,c,c,L,CKCC,CKC,,C,C,,CC,C,L,K,K,2,5,4,0,2,1,0,1,1,2,1,1,VV,CVCC,CVC,0,3,2,A,NA,F,2,ahnungsvoll,antepaenultima
schrank,ø,k,nk,ank,rank,hrank,C,CC,KCC,CKCC,CCKCC,Ak,ø,A,Ak,Akt,Akte,Akten,K,KC,KCC,KCCK,KCCKC,7,10,15,3,3,3,4,light,schwa,heavy,c,c,c,KC,CKC,CCKCC,,C,CC,C,C,CC,K,K,K,2,3,7,1,1,2,0,1,2,1,1,1,VC,CVC,CCVCC,1,2,4,N,NN,T,2,Aktenschrank,antepaenultima
stein,ø,n,in,ein,tein,stein,C,DC,CDC,CCDC,CCCDC,A,ø,A,Al,Ala,Alau,Alaun,K,KC,KCD,KCDC,KCDCC,6,17,15,6,5,3,4,light,light,light,c,c,c,K,CDC,CCDC,,C,CC,,C,C,K,D,D,1,4,5,1,1,1,0,1,2,1,2,2,VC,CVVC,CCVVC,1,1,1,N,NN,T,2,Alaunstein,paenultima
bends,ø,s,ds,nds,ends,bends,A,CA,KCA,CKCA,LCKCA,all,ø,a,al,all,alla,allab,K,KC,KCL,KCLC,KCLCK,10,10,11,5,10,2,0,light,light,schwa,c,o,c,KC,L,CKCA,,,C,C,,CA,K,L,K,3,1,5,1,0,2,0,0,1,1,2,1,VC,VV,CVCC,1,0,3,ADV,ø,F,2,allabends,paenultima
kannt,ø,t,nt,nnt,annt,kannt,C,CC,KCC,CKCC,KCKCC,all,ø,a,al,all,allb,allbe,K,KC,KCC,KCCK,KCCKC,10,7,11,5,3,2,0,light,schwa,heavy,c,o,c,KC,CK,CKCC,,C,C,C,,CC,K,K,K,3,2,5,1,0,2,0,1,1,1,1,1,VC,CV,CVCC,1,1,3,A,ø,F,2,allbekannt,ultima
weil,ø,l,il,eil,weil,eweil,C,DC,CDC,LCDC,CLCDC,all,ø,a,al,all,alld,alldi,K,KC,KCC,KCCL,KCCLC,10,9,15,5,4,5,2,light,light,light,c,o,c,KC,CL,CDC,,C,C,C,,C,K,L,D,3,3,4,1,0,1,0,1,1,1,2,2,VC,CVV,CVVC,1,0,1,ADV,ø,F,2,alldieweil,ultima
weil,ø,l,il,eil,weil,eweil,C,DC,CDC,LCDC,CLCDC,all,ø,a,al,all,alld,alldi,K,KC,KCC,KCCL,KCCLC,10,9,15,5,4,5,2,light,light,light,c,o,c,KC,CL,CDC,,C,C,C,,C,K,L,D,3,3,4,1,0,1,0,1,1,1,2,2,VC,CVV,CVVC,1,0,1,X,ø,F,2,alldieweil,ultima
flug,ø,g,ug,lug,flug,nflug,C,LC,CLC,CCLC,CCCLC,Al,ø,A,Al,All,Alle,Allei,K,KC,KCD,KCDC,KCDCC,6,17,14,6,5,3,4,light,light,light,c,c,c,K,CDC,CCLC,,C,CC,,C,C,K,D,L,2,4,4,1,1,1,0,1,2,1,2,2,VC,CVVC,CCVVC,1,1,1,N,AN,T,2,Alleinflug,paenultima
gang,ø,g,ng,ang,gang,ngang,C,KC,CKC,CCKC,DCCKC,Al,ø,A,Al,All,Alle,Allei,K,KC,KCD,KCDC,KCDCC,6,17,10,6,5,3,2,light,light,light,c,c,c,K,CDC,CKC,,C,C,,C,C,K,D,K,2,4,4,1,1,1,0,1,1,1,2,1,VC,CVVC,CVC,1,1,2,N,AN,T,2,Alleingang,paenultima
sein,ø,n,in,ein,sein,nsein,C,DC,CDC,CCDC,DCCDC,Al,ø,A,Al,All,Alle,Allei,K,KC,KCD,KCDC,KCDCC,6,17,14,6,5,4,4,light,light,light,c,c,c,K,CDC,CDC,,C,C,,C,C,K,D,D,2,4,4,1,1,1,0,1,1,1,2,2,VC,CVVC,CVVC,1,1,1,N,AN,T,2,Alleinsein,paenultima
mal,ø,l,al,mal,emal,lemal,C,LC,CLC,KCLC,CKCLC,al,ø,a,al,all,alle,allem,K,KC,KCK,KCKC,KCKCL,6,10,17,6,5,5,5,light,schwa,light,c,o,c,K,CK,CLC,,C,C,,,C,K,K,L,2,2,3,1,0,1,0,1,1,1,1,2,VC,CV,CVVC,1,1,1,ADV,ø,F,2,allemal,multa
falls,ø,s,ls,lls,alls,falls,C,CC,KCC,CKCC,CCKCC,al,ø,a,al,all,alle,allen,K,KC,KCK,KCKC,KCKCC,6,13,12,6,4,3,3,light,schwa,heavy,c,c,c,K,CKC,CKCC,,C,C,,C,CC,K,K,K,2,3,5,1,1,2,0,1,1,1,1,1,VC,CVC,CVCC,1,2,3,ADV,ø,F,2,allenfalls,multa
art,ø,t,rt,art,rart,erart,C,CC,LCC,CLCC,KCLCC,al,ø,a,al,all,alle,aller,K,KC,KCK,KCKC,KCKCL,6,14,15,6,4,5,4,light,schwa,heavy,c,c,c,K,CKC,LCC,,C,,,C,CC,K,K,L,2,3,3,1,1,2,0,1,0,1,1,2,VC,CVC,VVCC,1,2,1,X,ø,F,2,allerart,multa
dings,ø,s,gs,ngs,ings,dings,C,CC,KCC,CKCC,CCKCC,al,ø,a,al,all,alle,aller,K,KC,KCK,KCKC,KCKCC,6,14,13,6,4,3,3,light,schwa,heavy,c,c,c,K,CKC,CKCC,,C,C,,C,CC,K,K,K,2,3,5,1,1,2,0,1,1,1,1,1,VC,CVC,CVCC,1,2,3,ADV,ø,F,2,allerdings,multa
hand,ø,d,nd,and,hand,rhand,C,CC,KCC,CKCC,CCKCC,al,ø,a,al,all,alle,aller,K,KC,KCK,KCKC,KCKCC,6,14,11,6,4,2,2,light,schwa,heavy,c,c,c,K,CKC,CKCC,,C,C,,C,CC,K,K,K,2,3,4,1,1,2,0,1,1,1,1,1,VC,CVC,CVCC,1,2,3,X,ø,F,2,allerhand,multa
mann,ø,n,nn,ann,mann,rmann,C,KC,CKC,CCKC,KCCKC,Al,ø,A,Al,All,Alle,Aller,K,KC,KCK,KCKC,KCKCC,6,14,12,6,4,4,3,light,schwa,light,c,c,c,K,CKC,CKC,,C,C,,C,C,K,K,K,2,3,4,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,N,ø,T,2,Allermann,antepaenultima
orts,ø,s,ts,rts,orts,rorts,A,CA,KCA,CKCA,KCKCA,al,ø,a,al,all,alle,aller,K,KC,KCK,KCKC,KCKCK,6,14,11,6,4,3,2,light,schwa,heavy,c,c,c,K,CKC,KCA,,C,,,C,CA,K,K,K,2,3,4,1,1,2,0,1,0,1,1,1,VC,CVC,VCC,1,2,2,ADV,ø,F,2,allerorts,multa
samt,ø,t,mt,amt,samt,esamt,C,CC,KCC,CKCC,KCKCC,al,ø,a,al,all,alle,alles,K,KC,KCK,KCKC,KCKCK,6,10,11,6,5,2,2,light,schwa,heavy,c,o,c,K,CK,CKCC,,C,C,,,CC,K,K,K,2,2,4,1,0,2,0,1,1,1,1,1,VC,CV,CVCC,1,1,3,X,ø,F,2,allesamt,multa
weil,ø,l,il,eil,weil,eweil,C,DC,CDC,KCDC,CKCDC,al,ø,a,al,all,alle,allew,K,KC,KCK,KCKC,KCKCD,6,10,15,6,5,5,4,light,schwa,light,c,o,c,K,CK,CDC,,C,C,,,C,K,K,D,2,2,4,1,0,1,0,1,1,1,1,2,VC,CV,CVVC,1,1,1,ADV,ø,F,2,alleweil,multa
zeit,ø,t,it,eit,zeit,ezeit,C,DC,ADC,KADC,CKADC,al,ø,a,al,all,alle,allez,K,KC,KCK,KCKA,KCKAD,6,10,12,6,5,4,3,light,schwa,light,c,o,c,K,CK,ADC,,C,A,,,C,K,K,D,2,2,4,1,0,1,0,1,1,1,1,2,VC,CV,CVVC,1,1,1,ADV,ø,F,2,allezeit,multa
lig,ø,g,ig,lig,llig,ellig,C,KC,CKC,KCKC,CKCKC,all,ø,a,al,all,allf,allfa,K,KC,KCC,KCCK,KCCKC,10,7,13,5,3,4,1,light,light,light,c,c,c,KC,CK,CKC,,C,C,C,,C,K,K,K,3,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,A,ø,F,2,allfaellig,antepaenultima
mach,ø,h,ch,ach,mach,emach,C,LC,CLC,KCLC,CKCLC,all,ø,a,al,all,allg,allge,K,KC,KCC,KCCK,KCCKC,10,7,14,5,3,4,2,light,schwa,light,c,o,c,KC,CK,CLC,,C,C,C,,C,K,K,L,3,2,4,1,0,1,0,1,1,1,1,2,VC,CV,CVVC,1,1,1,ADV,ø,F,2,allgemach,multa
walt,ø,t,lt,alt,walt,ewalt,L,CL,KCL,CKCL,CCKCL,All,ø,A,Al,All,Allg,Allge,K,KC,KCC,KCCK,KCCKC,10,7,7,5,3,3,-2,light,schwa,heavy,c,o,c,KC,CK,CL,,C,C,C,,,K,K,L,3,2,4,1,0,2,0,1,1,1,1,1,VC,CV,CVCC,1,1,3,N,ø,T,2,Allgewalt,antepaenultima
tig,ø,g,ig,tig,ltig,eltig,C,KC,CKC,CCKC,KCCKC,all,ø,a,al,all,allg,allgu,K,KC,KCC,KCCK,KCCKC,10,13,10,5,4,3,0,light,light,light,c,c,c,KC,CKC,CKC,,C,C,C,C,C,K,K,K,3,3,3,1,1,1,0,1,1,1,1,1,VC,CVC,CVC,1,2,2,A,ø,F,2,allgueltig,paenultima
bend,ø,d,nd,end,bend,ebend,C,CC,KCC,CKCC,LCKCC,all,ø,a,al,all,alli,allie,K,KC,KCC,KCCL,KCCLC,10,12,11,5,6,2,0,light,light,schwa,c,o,c,KC,CL,CKCC,,C,C,C,,CC,K,L,K,3,3,4,1,0,2,0,1,1,1,2,1,VC,CVV,CVCC,1,0,3,A,ø,F,2,alliebend,paenultima
lich,ø,h,ch,ich,lich,rlich,C,KC,CKC,CCKC,LCCKC,all,ø,a,al,all,allj,allja,K,KC,KCC,KCCL,KCCLC,10,16,13,5,5,4,1,light,light,light,c,c,c,KC,CLC,CKC,,C,C,C,C,C,K,L,K,3,4,4,1,1,1,0,1,1,1,2,1,VC,CVVC,CVC,1,1,2,A,ø,F,2,alljaehrlich,multa
lich,ø,h,ch,ich,lich,tlich,C,KC,CKC,CCKC,CCCKC,all,ø,a,al,all,alln,allna,K,KC,KCC,KCCK,KCCKC,10,11,13,5,2,4,1,light,heavy,light,c,c,c,KC,CKCC,CKC,,C,C,C,CC,C,K,K,K,3,5,4,1,2,1,0,1,1,1,1,1,VC,CVCC,CVC,1,3,2,A,ø,F,2,allnaechtlich,multa
tig,ø,g,ig,tig,itig,eitig,C,KC,CKC,DCKC,CDCKC,all,ø,a,al,all,alls,allse,K,KC,KCC,KCCD,KCCDC,10,11,10,5,5,3,0,light,light,light,c,o,c,KC,CD,CKC,,C,C,C,,C,K,D,K,3,3,3,1,0,1,0,1,1,1,2,1,VC,CVV,CVC,1,0,2,A,ø,F,2,allseitig,antepaenultima
lich,ø,h,ch,ich,lich,dlich,C,KC,CKC,CCKC,CCCKC,all,ø,a,al,all,alls,allst,K,KC,KCC,KCCC,KCCCK,10,14,13,5,2,4,1,light,heavy,light,c,c,c,KC,CCKCC,CKC,,CC,C,C,CC,C,K,K,K,3,5,4,1,2,1,0,2,1,1,1,1,VC,CCVCC,CVC,1,4,2,A,ø,F,2,allstuendlich,antepaenultima
ehrt,ø,t,rt,hrt,ehrt,rehrt,C,CC,LCC,CLCC,KCLCC,all,ø,a,al,all,allv,allve,K,KC,KCC,KCCK,KCCKC,10,11,11,5,3,3,0,light,light,heavy,c,c,c,KC,CKC,LCC,,C,,C,C,CC,K,K,L,3,3,4,1,1,2,0,1,0,1,1,2,VC,CVC,VVCC,1,2,1,A,ø,F,2,allverehrt,antepaenultima
send,ø,d,nd,end,send,ssend,C,CC,KCC,CKCC,KCKCC,all,ø,a,al,all,allw,allwi,K,KC,KCC,KCCK,KCCKC,10,9,11,5,4,2,0,light,light,schwa,c,c,c,KC,CK,CKCC,,C,C,C,,CC,K,K,K,3,3,4,1,1,2,0,1,1,1,1,1,VC,CVC,CVCC,1,2,3,A,ø,F,2,allwissend,multa
mal,ø,l,al,mal,umal,zumal,C,LC,CLC,LCLC,ALCLC,all,ø,a,al,all,allz,allzu,K,KC,KCA,KCAL,KCALC,10,9,17,5,4,5,3,light,light,light,c,o,c,KC,AL,CLC,,A,C,C,,C,K,L,L,3,2,3,1,0,1,0,1,1,1,2,2,VC,CVV,CVVC,1,0,1,ADV,ø,F,2,allzumal,multa
oft,ø,t,ft,oft,uoft,zuoft,C,CC,KCC,LKCC,ALKCC,all,ø,a,al,all,allz,allzu,K,KC,KCA,KCAL,KCALK,10,9,8,5,4,2,-1,light,light,heavy,c,o,c,KC,AL,KCC,,A,,C,,CC,K,L,K,3,2,3,1,0,2,0,1,0,1,2,1,VC,CVV,VCC,1,0,2,ADV,ø,F,2,allzuoft,multa
viel,ø,l,el,iel,viel,uviel,C,LC,CLC,LCLC,ALCLC,all,ø,a,al,all,allz,allzu,K,KC,KCA,KCAL,KCALC,10,9,13,5,4,4,1,light,light,light,c,o,c,KC,AL,CLC,,A,C,C,,C,K,L,L,3,2,4,1,0,1,0,1,1,1,2,2,VC,CVV,CVVC,1,0,1,ADV,ø,F,2,allzuviel,multa
rausch,ø,h,ch,sch,usch,ausch,C,DC,CDC,CCDC,KCCDC,Al,ø,A,Al,Alm,Alme,Almen,K,KC,KCC,KCCK,KCCKC,10,12,15,5,4,5,2,light,schwa,light,c,c,c,KC,CKC,CDC,,C,C,C,C,C,K,K,D,2,3,6,1,1,1,0,1,1,1,1,2,VC,CVC,CVVC,1,2,1,N,NN,T,2,Almenrausch,antepaenultima
mann,ø,n,nn,ann,mann,mmann,C,KC,CKC,KCKC,LKCKC,Alt,ø,A,Al,Alt,Alta,Altam,L,LK,LKC,LKCK,LKCKC,6,6,12,6,6,4,3,heavy,light,light,c,c,c,L,K,CKC,,,C,,,C,L,K,K,3,2,4,2,1,1,0,0,1,1,1,1,VCC,VC,CVC,2,1,2,N,AN,T,2,Altammann,antepaenultima
bild,ø,d,ld,ild,bild,rbild,C,CC,KCC,CKCC,CCKCC,Al,ø,A,Al,Alt,Alta,Altar,K,KC,KCC,KCCL,KCCLC,10,15,14,5,5,3,2,light,light,heavy,c,c,c,KC,CLC,CKCC,,C,C,C,C,CC,K,L,K,2,3,4,1,1,2,0,1,1,1,2,1,VC,CVVC,CVCC,1,1,3,N,NN,T,2,Altarbild,paenultima
cken,ø,n,en,ken,cken,acken,C,KC,CKC,KCKC,CKCKC,alt,ø,a,al,alt,altb,altba,L,LC,LCK,LCKC,LCKCK,6,7,10,6,3,3,2,heavy,light,schwa,c,c,c,L,CK,CKC,,C,C,,,C,L,K,K,3,2,4,2,1,1,0,1,1,1,1,1,VCC,CVC,CVC,2,2,2,A,ø,F,2,altbacken,antepaenultima
kannt,ø,t,nt,nnt,annt,kannt,C,CC,KCC,CKCC,KCKCC,alt,ø,a,al,alt,altb,altbe,L,LC,LCK,LCKC,LCKCK,6,7,11,6,3,2,2,heavy,schwa,heavy,c,o,c,L,CK,CKCC,,C,C,,,CC,L,K,K,3,2,5,2,0,2,0,1,1,1,1,1,VCC,CV,CVCC,2,1,3,A,AA,F,2,altbekannt,multa
w1hrt,ø,t,rt,hrt,ehrt,aehrt,C,CC,LCC,CLCC,KCLCC,alt,ø,a,al,alt,altb,altbe,L,LC,LCK,LCKC,LCKCL,6,7,12,6,3,3,3,heavy,schwa,heavy,c,o,c,L,CK,CLCC,,C,C,,,CC,L,K,L,3,2,5,2,0,2,0,1,1,1,1,2,VCC,CV,CVVCC,2,1,1,A,ø,F,2,altbewaehrt,multa
sen,ø,n,en,sen,isen,eisen,C,KC,CKC,DCKC,LDCKC,Alt,ø,A,Al,Alt,Alte,Altei,L,LD,LDC,LDCK,LDCKC,6,10,10,6,10,3,2,heavy,light,schwa,c,o,c,L,D,CKC,,,C,,,C,L,D,K,3,2,3,2,0,1,0,0,1,1,2,1,VCC,VV,CVC,2,0,2,N,AN,T,2,Alteisen,antepaenultima
lisch,ø,h,ch,sch,isch,lisch,C,KC,CKC,CCKC,KCCKC,alt,ø,a,al,alt,alte,alten,L,LK,LKC,LKCC,LKCCK,6,9,13,6,4,4,3,heavy,light,light,c,c,c,L,KC,CKC,,,C,,C,C,L,K,K,3,3,5,2,1,1,0,0,1,1,1,1,VCC,VC,CVC,2,1,2,A,AA,F,2,altenglisch,multa
heim,ø,m,im,eim,heim,nheim,C,DC,CDC,CCDC,KCCDC,Al,ø,A,Al,Alt,Alte,Alten,K,KC,KCC,KCCK,KCCKC,10,10,14,5,3,4,2,light,schwa,light,c,c,c,KC,CKC,CDC,,C,C,C,C,C,K,K,D,2,3,4,1,1,1,0,1,1,1,1,2,VC,CVC,CVVC,1,2,1,N,NN,T,2,Altenheim,antepaenultima
teil,ø,l,il,eil,teil,nteil,C,DC,CDC,CCDC,KCCDC,Al,ø,A,Al,Alt,Alte,Alten,K,KC,KCC,KCCK,KCCKC,10,10,15,5,3,5,2,light,schwa,light,c,c,c,KC,CKC,CDC,,C,C,C,C,C,K,K,D,2,3,4,1,1,1,0,1,1,1,1,2,VC,CVC,CVVC,1,2,1,N,NN,T,2,Altenteil,antepaenultima
probt,ø,t,bt,obt,robt,probt,C,CC,LCC,CLCC,CCLCC,alt,ø,a,al,alt,alte,alter,L,LK,LKC,LKCC,LKCCC,6,10,13,6,5,2,3,heavy,light,heavy,c,c,c,L,KC,CCLCC,,,CC,,C,CC,L,K,L,3,2,5,2,1,2,0,0,2,1,1,2,VCC,VC,CCVVCC,2,1,2,A,AA,F,2,alterprobt,multa
heim,ø,m,im,eim,heim,sheim,C,DC,CDC,CCDC,CCCDC,Al,ø,A,Al,Alt,Alte,Alter,K,KC,KCC,KCCK,KCCKC,10,12,14,5,3,4,2,light,schwa,light,c,c,c,KC,CKCC,CDC,,C,C,C,CC,C,K,K,D,2,4,4,1,2,1,0,1,1,1,1,2,VC,CVCC,CVVC,1,3,1,N,NN,T,2,Altersheim,antepaenultima
jahr,ø,r,hr,ahr,jahr,sjahr,C,LC,CLC,CCLC,CCCLC,Al,ø,A,Al,Alt,Alte,Alter,K,KC,KCC,KCCK,KCCKC,10,12,20,5,3,6,5,light,schwa,light,c,c,c,KC,CKCC,CLC,,C,C,C,CC,C,K,K,L,2,4,4,1,2,1,0,1,1,1,1,2,VC,CVCC,CVVC,1,3,1,N,NN,T,2,Altersjahr,antepaenultima
schwach,ø,h,ch,ach,wach,hwach,C,KC,CKC,CCKC,CCCKC,al,ø,a,al,alt,alte,alter,K,KC,KCC,KCCK,KCCKC,10,12,9,5,3,2,-1,light,schwa,light,c,c,c,KC,CKCC,CCKC,,C,CC,C,CC,C,K,K,K,2,4,7,1,2,1,0,1,2,1,1,1,VC,CVCC,CCVC,1,3,3,A,NA,F,2,altersschwach,antepaenultima
werk,ø,k,rk,erk,werk,swerk,C,CC,KCC,CKCC,CCKCC,Al,ø,A,Al,Alt,Alte,Alter,K,KC,KCC,KCCK,KCCKC,10,12,12,5,3,3,1,light,schwa,heavy,c,c,c,KC,CKCC,CKCC,,C,C,C,CC,CC,K,K,K,2,4,4,1,2,2,0,1,1,1,1,1,VC,CVCC,CVCC,1,3,3,N,NN,T,2,Alterswerk,antepaenultima
kisch,ø,h,ch,sch,isch,kisch,C,KC,CKC,CCKC,KCCKC,alt,ø,a,al,alt,altf,altfr,L,LC,LCC,LCCK,LCCKC,6,14,10,6,3,3,2,heavy,light,light,c,c,c,L,CCKC,CKC,,CC,C,,C,C,L,K,K,3,4,5,2,1,1,0,2,1,1,1,1,VCC,CCVC,CVC,2,3,2,A,AA,F,2,altfraenkisch,paenultima
dient,ø,t,nt,ent,ient,dient,C,CC,LCC,CLCC,KCLCC,alt,ø,a,al,alt,altg,altge,L,LC,LCK,LCKC,LCKCL,6,7,13,6,3,3,3,heavy,schwa,heavy,c,o,c,L,CK,CLCC,,C,C,,,CC,L,K,L,3,2,5,2,0,2,0,1,1,1,1,2,VCC,CV,CVVCC,2,1,1,A,ø,F,2,altgedient,multa
ge,ø,e,ge,ige,eige,geige,K,CK,DCK,CDCK,LCDCK,Alt,ø,A,Al,Alt,Altg,Altge,L,LC,LCD,LCDC,LCDCK,6,11,7,6,5,3,0,heavy,light,schwa,c,o,o,L,CD,CK,,C,C,,,,L,D,K,3,3,2,2,0,0,0,1,1,1,2,1,VCC,CVV,CV,2,0,1,N,NN,T,2,Altgeige,antepaenultima
wohnt,ø,t,nt,hnt,ohnt,wohnt,C,CC,LCC,CLCC,KCLCC,alt,ø,a,al,alt,altg,altge,L,LC,LCK,LCKC,LCKCL,6,7,11,6,3,2,2,heavy,schwa,heavy,c,o,c,L,CK,CLCC,,C,C,,,CC,L,K,L,3,2,5,2,0,2,0,1,1,1,1,2,VCC,CV,CVVCC,2,1,1,A,ø,F,2,altgewohnt,multa
chisch,ø,h,ch,sch,isch,hisch,C,KC,CKC,LCKC,CLCKC,alt,ø,a,al,alt,altg,altgr,L,LC,LCC,LCCL,LCCLC,6,13,10,6,4,3,2,heavy,light,light,c,o,c,L,CCL,CKC,,CC,C,,,C,L,L,K,3,4,6,2,0,1,0,2,1,1,2,1,VCC,CCVV,CVC,2,1,2,A,AA,F,2,altgriechisch,antepaenultima
deutsch,ø,h,ch,sch,tsch,utsch,A,DA,CDA,CCDA,LCCDA,alt,ø,a,al,alt,alth,altho,L,LC,LCL,LCLC,LCLCC,6,8,12,6,2,4,3,heavy,light,light,c,c,c,L,CLC,CDA,,C,C,,C,A,L,L,D,3,4,7,2,1,1,0,1,1,1,2,2,VCC,CVVC,CVVC,2,1,1,A,AA,F,2,althochdeutsch,antepaenultima
tag,ø,g,ag,tag,stag,rstag,C,LC,CLC,CCLC,CCCLC,Alt,ø,A,Al,Alt,Altj,Altja,L,LC,LCL,LCLC,LCLCC,6,21,12,6,5,4,3,heavy,heavy,light,c,c,c,L,CLCC,CLC,,C,C,,CC,C,L,L,L,3,5,3,2,2,1,0,1,1,1,2,2,VCC,CVVCC,CVVC,2,1,1,N,NN,T,2,Altjahrstag,antepaenultima
ler,ler,r,er,ler,zler,nzler,C,KC,CKC,ACKC,CACKC,Alt,ø,A,Al,Alt,Altk,Altka,L,LC,LCK,LCKC,LCKCA,6,11,14,6,2,4,4,heavy,heavy,schwa,c,c,c,L,CKCA,CKC,,C,C,,CA,C,L,K,K,3,4,3,2,2,1,0,1,1,1,1,1,VCC,CVCC,CVC,2,3,2,N,AN,T,2,Altkanzler,antepaenultima
ster,ø,r,er,ter,ster,ister,C,KC,CKC,CCKC,DCCKC,Alt,ø,A,Al,Alt,Altm,Altme,L,LC,LCD,LCDC,LCDCC,6,14,11,6,4,3,2,heavy,light,schwa,c,c,c,L,CDC,CKC,,C,C,,C,C,L,D,K,3,3,4,2,1,1,0,1,1,1,2,1,VCC,CVVC,CVC,2,1,2,N,AN,T,2,Altmeister,antepaenultima
tall,ø,l,ll,all,tall,etall,C,KC,CKC,LCKC,CLCKC,Alt,ø,A,Al,Alt,Altm,Altme,L,LC,LCL,LCLC,LCLCK,6,9,11,6,4,3,2,heavy,light,light,c,o,c,L,CL,CKC,,C,C,,,C,L,L,K,3,2,4,2,0,1,0,1,1,1,2,1,VCC,CVV,CVC,2,0,2,N,AN,T,2,Altmetall,antepaenultima
disch,ø,h,ch,sch,isch,disch,C,KC,CKC,LCKC,CLCKC,alt,ø,a,al,alt,altm,altmo,L,LC,LCL,LCLC,LCLCK,6,9,10,6,4,3,2,heavy,light,light,c,o,c,L,CL,CKC,,C,C,,,C,L,L,K,3,2,5,2,0,1,0,1,1,1,2,1,VCC,CVV,CVC,2,0,2,A,AA,F,2,altmodisch,antepaenultima
disch,ø,h,ch,sch,isch,disch,C,KC,CKC,CCKC,KCCKC,alt,ø,a,al,alt,altn,altno,L,LC,LCK,LCKC,LCKCC,6,13,10,6,4,3,2,heavy,light,light,c,c,c,L,CKC,CKC,,C,C,,C,C,L,K,K,3,3,5,2,1,1,0,1,1,1,1,1,VCC,CVC,CVC,2,2,2,A,AA,F,2,altnordisch,antepaenultima
pier,ø,r,er,ier,pier,apier,C,LC,CLC,KCLC,CKCLC,Alt,ø,A,Al,Alt,Altp,Altpa,L,LC,LCK,LCKC,LCKCL,6,7,13,6,3,4,3,heavy,light,light,c,c,c,L,CK,CLC,,C,C,,,C,L,K,L,3,2,4,2,1,1,0,1,1,1,1,2,VCC,CVC,CVVC,2,2,1,N,AN,T,2,Altpapier,antepaenultima
lich,ø,h,ch,ich,lich,hlich,C,KC,CKC,CCKC,LCCKC,alt,ø,a,al,alt,alts,altsp,L,LC,LCC,LCCC,LCCCL,6,17,13,6,3,4,3,heavy,light,light,c,c,c,L,CCCLC,CKC,,CCC,C,,C,C,L,L,K,3,6,4,2,1,1,0,3,1,1,2,1,VCC,CCCVVC,CVC,2,2,2,A,AA,F,2,altsprachlich,antepaenultima
zeit,ø,t,it,eit,zeit,nzeit,C,DC,ADC,CADC,DCADC,Alt,ø,A,Al,Alt,Alts,Altst,L,LC,LCC,LCCD,LCCDC,6,15,12,6,3,4,3,heavy,light,light,c,c,c,L,CCDC,ADC,,CC,A,,C,C,L,D,D,3,5,4,2,1,1,0,2,1,1,2,2,VCC,CCVVC,CVVC,2,1,1,N,AN,T,2,Altsteinzeit,antepaenultima
me,ø,e,me,mme,imme,timme,K,CK,KCK,CKCK,CCKCK,Alt,ø,A,Al,Alt,Alts,Altst,L,LC,LCC,LCCK,LCCKC,6,10,9,6,3,4,1,heavy,light,schwa,c,c,o,L,CCK,CK,,CC,C,,,,L,K,K,3,4,2,2,1,0,0,2,1,1,1,1,VCC,CCVC,CV,2,3,1,N,NN,T,2,Altstimme,antepaenultima
